"rgn_id","habitat","km2"
1,"mangrove",0
2,"mangrove",0
3,"mangrove",0
4,"mangrove",0
5,"mangrove",249.7493
6,"mangrove",7.859251
7,"mangrove",475.049201
8,"mangrove",48.02875
9,"mangrove",94.311111
10,"mangrove",0
11,"mangrove",0
12,"mangrove",0
13,"mangrove",0
14,"mangrove",0
15,"mangrove",2629.357553
16,"mangrove",9622.347451
17,"mangrove",4691.1013
18,"mangrove",766.713351
19,"mangrove",0
20,"mangrove",0
21,"mangrove",0
24,"mangrove",485.5273
25,"mangrove",2507.1078
26,"mangrove",640.09235
28,"mangrove",0
29,"mangrove",7.85926
30,"mangrove",0
31,"mangrove",9.60576
32,"mangrove",0
33,"mangrove",0
34,"mangrove",0
35,"mangrove",6.11276
36,"mangrove",0
37,"mangrove",0
38,"mangrove",0
39,"mangrove",0.873251
40,"mangrove",201.72086
41,"mangrove",3233.6481
42,"mangrove",2734.14806
43,"mangrove",333.5816
44,"mangrove",25.324252
45,"mangrove",60.25431
46,"mangrove",4.36625
47,"mangrove",11.352261
48,"mangrove",1.7465
49,"mangrove",2.619751
50,"mangrove",77.71938
51,"mangrove",0
52,"mangrove",0
53,"mangrove",500.37231
54,"mangrove",124.0018
55,"mangrove",0
56,"mangrove",0
57,"mangrove",0
58,"mangrove",0
59,"mangrove",0
60,"mangrove",0
61,"mangrove",0
62,"mangrove",0
63,"mangrove",0
64,"mangrove",0
65,"mangrove",725.6715
66,"mangrove",1399.81676
67,"mangrove",0
68,"mangrove",0
69,"mangrove",0
70,"mangrove",0
71,"mangrove",0
72,"mangrove",0
73,"mangrove",0
74,"mangrove",0
75,"mangrove",0
76,"mangrove",0
77,"mangrove",0
78,"mangrove",0
79,"mangrove",0
80,"mangrove",0
81,"mangrove",0
82,"mangrove",0
84,"mangrove",0
85,"mangrove",0
86,"mangrove",0
88,"mangrove",0
89,"mangrove",0
90,"mangrove",0
91,"mangrove",0
92,"mangrove",0
93,"mangrove",0
94,"mangrove",0
95,"mangrove",0
96,"mangrove",1562.25
97,"mangrove",89.9449
98,"mangrove",0
99,"mangrove",50.6485
100,"mangrove",3.493
101,"mangrove",0
102,"mangrove",15.7185
103,"mangrove",0
104,"mangrove",121.3815
105,"mangrove",0
106,"mangrove",136.227161
107,"mangrove",0
108,"mangrove",0
110,"mangrove",840.9408
111,"mangrove",172.9035
112,"mangrove",4283.293
113,"mangrove",84.7053
114,"mangrove",149.325551
115,"mangrove",180.76305
116,"mangrove",78.5926
117,"mangrove",0
118,"mangrove",0
119,"mangrove",0.873251
120,"mangrove",9.60576
121,"mangrove",0
122,"mangrove",1.746502
123,"mangrove",0
124,"mangrove",0
125,"mangrove",3.493
126,"mangrove",68.11361
127,"mangrove",0
129,"mangrove",1545.6538
130,"mangrove",388.59731
131,"mangrove",763.2206
132,"mangrove",2101.03701
133,"mangrove",649.6988
134,"mangrove",340.56751
135,"mangrove",7214.80096
136,"mangrove",356.28606
137,"mangrove",1409.42406
138,"mangrove",40.1695
139,"mangrove",3415.28356
140,"mangrove",45.4091
141,"mangrove",0
143,"mangrove",0
144,"mangrove",0
145,"mangrove",0
146,"mangrove",0
147,"mangrove",0
148,"mangrove",0
149,"mangrove",0
150,"mangrove",0
151,"mangrove",0
152,"mangrove",4.36625
153,"mangrove",0
154,"mangrove",0
155,"mangrove",6.986
156,"mangrove",0
157,"mangrove",0
158,"mangrove",0
159,"mangrove",0
161,"mangrove",0
162,"mangrove",317.8633
163,"mangrove",2406.675301
164,"mangrove",576.345
166,"mangrove",101.29705
167,"mangrove",234.904
168,"mangrove",751.868
169,"mangrove",902.941
171,"mangrove",10523.54276
172,"mangrove",0
173,"mangrove",0
174,"mangrove",0
175,"mangrove",0
176,"mangrove",0
177,"mangrove",0
178,"mangrove",0
179,"mangrove",0
180,"mangrove",0
181,"mangrove",0
182,"mangrove",0
183,"mangrove",0
184,"mangrove",0
185,"mangrove",0
186,"mangrove",0
187,"mangrove",0
188,"mangrove",0
189,"mangrove",0
190,"mangrove",4.366251
191,"mangrove",106.536651
192,"mangrove",0
193,"mangrove",3473.793
194,"mangrove",2477.414
195,"mangrove",20.958
196,"mangrove",7043.6384
197,"mangrove",2012.8448
198,"mangrove",1364.01936
199,"mangrove",186.0025
200,"mangrove",294.2853
202,"mangrove",942.2379
203,"mangrove",3289.53701
204,"mangrove",4411.6613
205,"mangrove",5093.6661
206,"mangrove",5554.74715
207,"mangrove",2122.0002
208,"mangrove",0
209,"mangrove",0
210,"mangrove",0
212,"mangrove",0
213,"mangrove",0
214,"mangrove",0.873251
215,"mangrove",0
216,"mangrove",27214.000451
218,"mangrove",0
219,"mangrove",0
220,"mangrove",0
221,"mangrove",0
222,"mangrove",0
223,"mangrove",0
224,"mangrove",0
227,"mangrove",0
228,"mangrove",0
231,"mangrove",6.986
232,"mangrove",0
237,"mangrove",0.873251
244,"mangrove",0.873251
245,"mangrove",2.61975
247,"mangrove",114.39576
248,"mangrove",0
249,"mangrove",0
250,"mangrove",0.873251
255,"mangrove",101.29706
260,"mangrove",0
261,"mangrove",0
262,"mangrove",0
264,"mangrove",0
266,"mangrove",0
267,"mangrove",0
268,"mangrove",0
269,"mangrove",0
270,"mangrove",0
271,"mangrove",0
273,"mangrove",0
274,"mangrove",0
276,"mangrove",0
277,"mangrove",0
278,"mangrove",0
5,"mangrove_inland1km",72.4798
6,"mangrove_inland1km",3.493001
7,"mangrove_inland1km",140.593351
8,"mangrove_inland1km",18.33826
9,"mangrove_inland1km",32.31031
15,"mangrove_inland1km",774.57406
16,"mangrove_inland1km",2583.0744
17,"mangrove_inland1km",829.588
18,"mangrove_inland1km",217.4391
24,"mangrove_inland1km",82.0856
25,"mangrove_inland1km",356.2858
26,"mangrove_inland1km",190.368251
29,"mangrove_inland1km",3.493
40,"mangrove_inland1km",34.9301
41,"mangrove_inland1km",583.3311
42,"mangrove_inland1km",478.54206
