"cntry_key","sector","year","USD"
"ALB","aqf",2009,5
"ALB","cf",1997,1705302.261
"ALB","cf",2002,3533322.964
"ALB","cf",2007,7252833.737
"ALB","mar",2007,4055.09
"ALB","mar",2008,4232.9
"ALB","mar",2009,4469.91
"ALB","mar",2010,4776.98
"ALB","tour",1988,7.62e+08
"ALB","tour",1989,8.38e+08
"ALB","tour",1990,8.24e+08
"ALB","tour",1991,7.45e+08
"ALB","tour",1992,9.16e+08
"ALB","tour",1993,7.36e+08
"ALB","tour",1994,5.63e+08
"ALB","tour",1995,6.12e+08
"ALB","tour",1996,5.42e+08
"ALB","tour",1997,5.44e+08
"ALB","tour",1998,5.44e+08
"ALB","tour",1999,8.78e+08
"ALB","tour",2000,1.202e+09
"ALB","tour",2001,1.387e+09
"ALB","tour",2002,1.655e+09
"ALB","tour",2003,1.647e+09
"ALB","tour",2004,1.673e+09
"ALB","tour",2005,1.957e+09
"ALB","tour",2006,2.18e+09
"ALB","tour",2007,2.533e+09
"ALB","tour",2008,2.662e+09
"ALB","tour",2009,2.987e+09
"ALB","tour",2010,2.857e+09
"ALB","tour",2011,2.659e+09
"ALB","tour",2012,2.508e+09
"ALB","tour",2013,2.25e+09
"ARE","aqf",1976,0
"ARE","aqf",1977,0
"ARE","aqf",1978,0
"ARE","aqf",1979,0
"ARE","aqf",1980,0
"ARE","aqf",1981,0
"ARE","aqf",1982,0
"ARE","aqf",1983,0
"ARE","aqf",1984,0
"ARE","aqf",1985,0
"ARE","aqf",1986,0
"ARE","aqf",1987,0
"ARE","aqf",1988,0
"ARE","aqf",1989,0
"ARE","aqf",1990,0
"ARE","aqf",1991,317
"ARE","aqf",1992,539
"ARE","aqf",1993,34
"ARE","aqf",1994,37
"ARE","aqf",1995,42
"ARE","aqf",1996,309
"ARE","aqf",1997,1090
"ARE","aqf",1998,92
"ARE","aqf",1999,3182
"ARE","aqf",2000,3458
"ARE","aqf",2001,3934
"ARE","aqf",2002,3694
"ARE","aqf",2003,1504
"ARE","aqf",2004,1795
"ARE","aqf",2005,2293
"ARE","aqf",2006,2065
"ARE","aqf",2007,2065
"ARE","aqf",2008,3259
"ARE","aqf",2009,2925
"ARE","cf",1997,596086931.8
"ARE","cf",2002,137850970.3
"ARE","cf",2007,218609867.5
"ARE","mar",2003,6900
"ARE","mar",2004,4332
"ARE","mar",2005,4332
"ARE","mar",2006,4332
"ARE","mar",2007,4332
"ARE","mar",2008,9075.03
"ARE","mar",2009,0
"ARE","mar",2010,0
"ARE","mar",2011,1221.2
"ARE","tour",1988,5.067e+09
"ARE","tour",1989,7.224e+09
"ARE","tour",1990,9.687e+09
"ARE","tour",1991,7.924e+09
"ARE","tour",1992,8.801e+09
"ARE","tour",1993,7.323e+09
"ARE","tour",1994,8.563e+09
"ARE","tour",1995,1.0577e+10
"ARE","tour",1996,1.178e+10
"ARE","tour",1997,1.2457e+10
"ARE","tour",1998,1.1253e+10
"ARE","tour",1999,1.2627e+10
"ARE","tour",2000,1.3166e+10
"ARE","tour",2001,1.3575e+10
"ARE","tour",2002,1.4198e+10
"ARE","tour",2003,1.4428e+10
"ARE","tour",2004,1.4679e+10
"ARE","tour",2005,2.0637e+10
"ARE","tour",2006,2.1279e+10
"ARE","tour",2007,2.3886e+10
"ARE","tour",2008,2.9519e+10
"ARE","tour",2009,2.8629e+10
"ARE","tour",2010,2.8731e+10
"ARE","tour",2011,2.7671e+10
"ARE","tour",2012,2.9328e+10
"ARE","tour",2013,3.1961e+10
"ARG","aqf",1976,3
"ARG","aqf",1977,9
"ARG","aqf",1978,9
"ARG","aqf",1979,9
"ARG","aqf",1980,32
"ARG","aqf",1981,8
"ARG","aqf",1982,5
"ARG","aqf",1983,3
"ARG","aqf",1984,0
"ARG","aqf",1985,0
"ARG","aqf",1986,5
"ARG","aqf",1987,9
"ARG","aqf",1988,2
"ARG","aqf",1989,3
"ARG","aqf",1990,3
"ARG","aqf",1991,24
"ARG","aqf",1992,8
"ARG","aqf",1993,22
"ARG","aqf",1994,2
"ARG","aqf",1995,32
"ARG","aqf",1996,30
"ARG","aqf",1997,8
"ARG","aqf",1998,10
"ARG","aqf",1999,0
"ARG","aqf",2000,17
"ARG","aqf",2001,25
"ARG","aqf",2002,23
"ARG","aqf",2003,38
"ARG","aqf",2004,30
"ARG","aqf",2005,50
"ARG","aqf",2006,60
"ARG","aqf",2007,61
"ARG","aqf",2008,63
"ARG","aqf",2009,56
"ARG","cf",1997,2333688046
"ARG","cf",2002,841540343.4
"ARG","cf",2007,1044068911
"ARG","mar",2004,132.12
"ARG","mar",2005,309
"ARG","mar",2006,248.4
"ARG","mar",2007,270.1
"ARG","mar",2008,283.7
"ARG","mar",2009,200.55
"ARG","mar",2010,812.64
"ARG","mar",2011,1320.35
"ARG","mmw",1991,2109320.557
"ARG","mmw",1994,5242450.639
"ARG","mmw",1998,8621370.5
"ARG","mmw",2006,8938023.229
"ARG","tour",1988,1.599e+10
"ARG","tour",1989,1.7686e+10
"ARG","tour",1990,1.7842e+10
"ARG","tour",1991,1.8786e+10
"ARG","tour",1992,2.0567e+10
"ARG","tour",1993,2.1882e+10
"ARG","tour",1994,1.8398e+10
"ARG","tour",1995,1.9238e+10
"ARG","tour",1996,2.0258e+10
"ARG","tour",1997,2.323e+10
"ARG","tour",1998,2.4298e+10
"ARG","tour",1999,2.3881e+10
"ARG","tour",2000,2.3421e+10
"ARG","tour",2001,2.2385e+10
"ARG","tour",2002,2.5885e+10
"ARG","tour",2003,2.4095e+10
"ARG","tour",2004,2.9193e+10
"ARG","tour",2005,3.7073e+10
"ARG","tour",2006,4.103e+10
"ARG","tour",2007,4.4907e+10
"ARG","tour",2008,4.3914e+10
"ARG","tour",2009,4.1713e+10
"ARG","tour",2010,4.3852e+10
"ARG","tour",2011,4.5296e+10
"ARG","tour",2012,4.5883e+10
"ARG","tour",2013,4.7505e+10
"Aruba","cf",1997,872022.4637
"Aruba","cf",2002,619597.5755
"Aruba","cf",2007,589854.8896
"Aruba","mar",2011,8
"Aruba","tour",1988,8.31e+08
"Aruba","tour",1989,9.03e+08
"Aruba","tour",1990,9.6e+08
"Aruba","tour",1991,9.61e+08
"Aruba","tour",1992,1.085e+09
"Aruba","tour",1993,1.021e+09
"Aruba","tour",1994,9.33e+08
"Aruba","tour",1995,1.087e+09
"Aruba","tour",1996,1.374e+09
"Aruba","tour",1997,1.529e+09
"Aruba","tour",1998,1.574e+09
"Aruba","tour",1999,1.489e+09
"Aruba","tour",2000,1.45e+09
"Aruba","tour",2001,1.346e+09
"Aruba","tour",2002,1.343e+09
"Aruba","tour",2003,1.293e+09
"Aruba","tour",2004,1.569e+09
"Aruba","tour",2005,1.656e+09
"Aruba","tour",2006,1.683e+09
"Aruba","tour",2007,1.761e+09
"Aruba","tour",2008,1.846e+09
"Aruba","tour",2009,1.832e+09
"Aruba","tour",2010,1.96e+09
"Aruba","tour",2011,1.878e+09
"Aruba","tour",2012,2.097e+09
"Aruba","tour",2013,2.172e+09
"ASM","mmw",1991,0
"ASM","mmw",1994,0
"ASM","mmw",1998,0
"ASM","mmw",2005,0
"ASM","mmw",2008,0
"ATG","aqf",1976,0
"ATG","aqf",1977,0
"ATG","aqf",1978,0
"ATG","aqf",1979,0
"ATG","aqf",1980,0
"ATG","aqf",1981,0
"ATG","aqf",1982,0
"ATG","aqf",1983,0
"ATG","aqf",1984,0
"ATG","aqf",1985,0
"ATG","aqf",1986,0
"ATG","aqf",1987,0
"ATG","aqf",1988,0
"ATG","aqf",1989,0
"ATG","aqf",1990,0
"ATG","aqf",1991,0
"ATG","aqf",1992,0
"ATG","aqf",1993,0
"ATG","aqf",1994,0
"ATG","aqf",1995,0
"ATG","aqf",1996,0
"ATG","aqf",1997,0
"ATG","aqf",1998,0
"ATG","aqf",1999,0
"ATG","aqf",2000,0
"ATG","aqf",2001,0
"ATG","aqf",2002,2
"ATG","aqf",2003,2
"ATG","aqf",2004,0
"ATG","aqf",2005,0
"ATG","aqf",2006,0
"ATG","aqf",2007,0
"ATG","aqf",2008,5
"ATG","aqf",2009,0
"ATG","cf",1997,3106310.87
"ATG","cf",2002,4621616.872
"ATG","cf",2007,1752287.697
"ATG","mmw",1991,0
"ATG","mmw",1994,0
"ATG","mmw",1998,0
"ATG","mmw",2008,6896.051429
"ATG","tour",1988,5.69e+08
"ATG","tour",1989,6.8e+08
"ATG","tour",1990,7.47e+08
"ATG","tour",1991,7.93e+08
"ATG","tour",1992,8.02e+08
"ATG","tour",1993,8.62e+08
"ATG","tour",1994,7.01e+08
"ATG","tour",1995,6.1e+08
"ATG","tour",1996,6.97e+08
"ATG","tour",1997,7.73e+08
"ATG","tour",1998,7.23e+08
"ATG","tour",1999,6.95e+08
"ATG","tour",2000,6.69e+08
"ATG","tour",2001,6.4e+08
"ATG","tour",2002,6.62e+08
"ATG","tour",2003,6.84e+08
"ATG","tour",2004,7.47e+08
"ATG","tour",2005,7.23e+08
"ATG","tour",2006,8.18e+08
"ATG","tour",2007,8.82e+08
"ATG","tour",2008,9.96e+08
"ATG","tour",2009,9.61e+08
"ATG","tour",2010,8.36e+08
"ATG","tour",2011,7.73e+08
"ATG","tour",2012,7.78e+08
"ATG","tour",2013,7.69e+08
"AUS","aqf",1976,0
"AUS","aqf",1977,0
"AUS","aqf",1978,0
"AUS","aqf",1979,0
"AUS","aqf",1980,0
"AUS","aqf",1981,0
"AUS","aqf",1982,0
"AUS","aqf",1983,0
"AUS","aqf",1984,0
"AUS","aqf",1985,0
"AUS","aqf",1986,0
"AUS","aqf",1987,0
"AUS","aqf",1988,0
"AUS","aqf",1989,368
"AUS","aqf",1990,300
"AUS","aqf",1991,473
"AUS","aqf",1992,593
"AUS","aqf",1993,923
"AUS","aqf",1994,1082
"AUS","aqf",1995,1482
"AUS","aqf",1996,3477
"AUS","aqf",1997,2087
"AUS","aqf",1998,782
"AUS","aqf",1999,1077
"AUS","aqf",2000,912
"AUS","aqf",2001,1372
"AUS","aqf",2002,955
"AUS","aqf",2003,1040
"AUS","aqf",2004,1425
"AUS","aqf",2005,1120
"AUS","aqf",2006,913
"AUS","aqf",2007,1554
"AUS","aqf",2008,2403
"AUS","aqf",2009,2448
"AUS","cf",1997,396855047.8
"AUS","cf",2002,326360070.4
"AUS","cf",2007,294197887.7
"AUS","mmw",1991,4099212.399
"AUS","mmw",1994,5716463.415
"AUS","mmw",1998,7138719.513
"AUS","mmw",2003,22814778.59
"AUS","mmw",2008,21846010.93
"AUS","tour",1988,9.6527e+10
"AUS","tour",1989,8.548e+10
"AUS","tour",1990,8.7554e+10
"AUS","tour",1991,9.1628e+10
"AUS","tour",1992,9.3701e+10
"AUS","tour",1993,9.5911e+10
"AUS","tour",1994,1.07305e+11
"AUS","tour",1995,1.12012e+11
"AUS","tour",1996,1.17513e+11
"AUS","tour",1997,1.21959e+11
"AUS","tour",1998,1.27617e+11
"AUS","tour",1999,1.33934e+11
"AUS","tour",2000,1.47721e+11
"AUS","tour",2001,1.47605e+11
"AUS","tour",2002,1.52766e+11
"AUS","tour",2003,1.51802e+11
"AUS","tour",2004,1.46215e+11
"AUS","tour",2005,1.69854e+11
"AUS","tour",2006,1.43776e+11
"AUS","tour",2007,1.48345e+11
"AUS","tour",2008,1.38562e+11
"AUS","tour",2009,1.43598e+11
"AUS","tour",2010,1.46185e+11
"AUS","tour",2011,1.45085e+11
"AUS","tour",2012,1.486e+11
"AUS","tour",2013,1.51053e+11
"Azores","mmw",1991,0
"Azores","mmw",1994,168699.1875
"Azores","mmw",1998,856199.1875
"Azores","mmw",2008,1948877.795
"BEL","aqf",1976,435
"BEL","aqf",1977,579
"BEL","aqf",1978,741
"BEL","aqf",1979,887
"BEL","aqf",1980,1057
"BEL","aqf",1981,1157
"BEL","aqf",1982,740
"BEL","aqf",1983,312
"BEL","aqf",1984,381
"BEL","aqf",1985,0
"BEL","aqf",1986,0
"BEL","aqf",1987,0
"BEL","aqf",1988,877
"BEL","aqf",1989,738
"BEL","aqf",1990,901
"BEL","aqf",1991,932
"BEL","aqf",1992,1553
"BEL","aqf",1993,1705
"BEL","aqf",1994,2795
"BEL","aqf",1995,3197
"BEL","aqf",1996,4471
"BEL","aqf",1997,4291
"BEL","aqf",1998,4202
"BEL","aqf",1999,4827
"BEL","aqf",2000,4496
"BEL","aqf",2001,4100
"BEL","aqf",2002,4322
"BEL","aqf",2003,5275
"BEL","aqf",2004,3944
"BEL","aqf",2005,2866
"BEL","aqf",2006,500
"BEL","aqf",2007,1725
"BEL","aqf",2008,1821
"BEL","aqf",2009,2627
"BEL","cf",1997,111380884.5
"BEL","cf",2002,174915810.4
"BEL","cf",2007,79369648.33
"BEL","tour",1988,1.7291e+10
"BEL","tour",1989,1.952e+10
"BEL","tour",1990,1.7445e+10
"BEL","tour",1991,1.9121e+10
"BEL","tour",1992,2.146e+10
"BEL","tour",1993,2.1733e+10
"BEL","tour",1994,2.1942e+10
"BEL","tour",1995,2.1488e+10
"BEL","tour",1996,2.2051e+10
"BEL","tour",1997,2.1904e+10
"BEL","tour",1998,2.4093e+10
"BEL","tour",1999,2.6782e+10
"BEL","tour",2000,3.6096e+10
"BEL","tour",2001,3.1729e+10
"BEL","tour",2002,2.7498e+10
"BEL","tour",2003,2.7126e+10
"BEL","tour",2004,2.9123e+10
"BEL","tour",2005,2.9104e+10
"BEL","tour",2006,2.7309e+10
"BEL","tour",2007,2.7165e+10
"BEL","tour",2008,2.5082e+10
"BEL","tour",2009,2.5443e+10
"BEL","tour",2010,2.5777e+10
"BEL","tour",2011,2.5685e+10
"BEL","tour",2012,2.6808e+10
"BEL","tour",2013,2.7179e+10
"BEN","aqf",1976,0
"BEN","aqf",1977,0
"BEN","aqf",1978,0
"BEN","aqf",1979,0
"BEN","aqf",1980,0
"BEN","aqf",1981,0
"BEN","aqf",1982,0
"BEN","aqf",1983,0
"BEN","aqf",1984,0
"BEN","aqf",1985,0
"BEN","aqf",1986,0
"BEN","aqf",1987,0
"BEN","aqf",1988,0
"BEN","aqf",1989,0
"BEN","aqf",1990,0
"BEN","aqf",1991,0
"BEN","aqf",1992,0
"BEN","aqf",1993,0
"BEN","aqf",1994,0
"BEN","aqf",1995,35
"BEN","aqf",1996,7
"BEN","aqf",1997,0
"BEN","aqf",1998,0
"BEN","aqf",1999,0
"BEN","aqf",2000,0
"BEN","aqf",2001,0
"BEN","aqf",2002,0
"BEN","aqf",2003,0
"BEN","aqf",2004,0
"BEN","aqf",2005,0
"BEN","aqf",2006,0
"BEN","aqf",2007,0
"BEN","aqf",2008,0
"BEN","aqf",2009,0
"BEN","cf",1997,19376304.35
"BEN","cf",2007,4776728.16
"BEN","mmw",1991,0
"BEN","mmw",1994,0
"BEN","mmw",1998,0
"BEN","mmw",2008,0
"BEN","tour",1988,1.59e+08
"BEN","tour",1989,1.34e+08
"BEN","tour",1990,1.35e+08
"BEN","tour",1991,9e+07
"BEN","tour",1992,1.16e+08
"BEN","tour",1993,1.24e+08
"BEN","tour",1994,1.96e+08
"BEN","tour",1995,2.34e+08
"BEN","tour",1996,2.53e+08
"BEN","tour",1997,2.26e+08
"BEN","tour",1998,2.15e+08
"BEN","tour",1999,2.66e+08
"BEN","tour",2000,2.84e+08
"BEN","tour",2001,3.29e+08
"BEN","tour",2002,3.45e+08
"BEN","tour",2003,3.63e+08
"BEN","tour",2004,3.88e+08
"BEN","tour",2005,3.81e+08
"BEN","tour",2006,4.32e+08
"BEN","tour",2007,5.48e+08
"BEN","tour",2008,5.49e+08
"BEN","tour",2009,4.41e+08
"BEN","tour",2010,4.52e+08
"BEN","tour",2011,4.8e+08
"BEN","tour",2012,4.89e+08
"BEN","tour",2013,5.1e+08
"BGD","aqf",1976,0
"BGD","aqf",1977,0
"BGD","aqf",1978,0
"BGD","aqf",1979,0
"BGD","aqf",1980,0
"BGD","aqf",1981,0
"BGD","aqf",1982,0
"BGD","aqf",1983,0
"BGD","aqf",1984,43
"BGD","aqf",1985,18
"BGD","aqf",1986,0
"BGD","aqf",1987,46
"BGD","aqf",1988,0
"BGD","aqf",1989,0
"BGD","aqf",1990,0
"BGD","aqf",1991,0
"BGD","aqf",1992,0
"BGD","aqf",1993,0
"BGD","aqf",1994,0
"BGD","aqf",1995,0
"BGD","aqf",1996,0
"BGD","aqf",1997,0
"BGD","aqf",1998,0
"BGD","aqf",1999,0
"BGD","aqf",2000,0
"BGD","aqf",2001,4
"BGD","aqf",2002,6
"BGD","aqf",2003,3
"BGD","aqf",2004,3
"BGD","aqf",2005,86
"BGD","aqf",2006,45
"BGD","aqf",2007,7
"BGD","aqf",2008,0
"BGD","aqf",2009,0
"BGD","cf",1997,522784536.5
"BGD","cf",2002,314691979.6
"BGD","cf",2007,212402005.5
"BGD","mar",2009,541995.9
"BGD","mar",2010,479855.11
"BGD","mar",2011,575407.49
"BGD","mmw",1991,0
"BGD","mmw",1994,0
"BGD","mmw",1998,0
"BGD","mmw",2008,254.7914286
"BGD","tour",1988,1.109e+09
"BGD","tour",1989,1.225e+09
"BGD","tour",1990,1.361e+09
"BGD","tour",1991,1.387e+09
"BGD","tour",1992,1.443e+09
"BGD","tour",1993,1.538e+09
"BGD","tour",1994,1.756e+09
"BGD","tour",1995,1.845e+09
"BGD","tour",1996,1.741e+09
"BGD","tour",1997,1.993e+09
"BGD","tour",1998,2.371e+09
"BGD","tour",1999,2.391e+09
"BGD","tour",2000,2.58e+09
"BGD","tour",2001,2.713e+09
"BGD","tour",2002,3.073e+09
"BGD","tour",2003,3.361e+09
"BGD","tour",2004,3.744e+09
"BGD","tour",2005,4.259e+09
"BGD","tour",2006,4.58e+09
"BGD","tour",2007,4.861e+09
"BGD","tour",2008,5.089e+09
"BGD","tour",2009,4.81e+09
"BGD","tour",2010,4.914e+09
"BGD","tour",2011,5.098e+09
"BGD","tour",2012,5.395e+09
"BGD","tour",2013,5.885e+09
"BGR","aqf",1976,0
"BGR","aqf",1977,0
"BGR","aqf",1978,0
"BGR","aqf",1979,0
"BGR","aqf",1980,0
"BGR","aqf",1981,0
"BGR","aqf",1982,0
"BGR","aqf",1983,0
"BGR","aqf",1984,0
"BGR","aqf",1985,0
"BGR","aqf",1986,0
"BGR","aqf",1987,0
"BGR","aqf",1988,0
"BGR","aqf",1989,0
"BGR","aqf",1990,0
"BGR","aqf",1991,0
"BGR","aqf",1992,0
"BGR","aqf",1993,0
"BGR","aqf",1994,0
"BGR","aqf",1995,0
"BGR","aqf",1996,0
"BGR","aqf",1997,0
"BGR","aqf",1998,0
"BGR","aqf",1999,1
"BGR","aqf",2000,4
"BGR","aqf",2001,3
"BGR","aqf",2002,4
"BGR","aqf",2003,1
"BGR","aqf",2004,20
"BGR","aqf",2005,13
"BGR","aqf",2006,0
"BGR","aqf",2007,59
"BGR","aqf",2008,139
"BGR","aqf",2009,15
"BGR","cf",1997,15547231.3
"BGR","cf",2002,21039550.7
"BGR","cf",2007,17772810.1
"BGR","mar",1984,33
"BGR","mar",1985,34.96
"BGR","mar",1986,54.53
"BGR","mar",1987,155.52
"BGR","mar",1988,108
"BGR","mar",1989,0
"BGR","mar",1990,0
"BGR","mar",1991,0
"BGR","mar",1992,0
"BGR","mar",1993,0
"BGR","mar",1994,0
"BGR","mar",1995,159
"BGR","mar",1996,29.4
"BGR","mar",1997,46.9
"BGR","mar",1998,64.4
"BGR","mar",1999,70
"BGR","mar",2000,8
"BGR","mar",2001,0
"BGR","mar",2002,44
"BGR","mar",2003,12
"BGR","mar",2004,118
"BGR","mar",2005,171
"BGR","mar",2006,228
"BGR","mar",2007,777.6
"BGR","mar",2008,1344.7
"BGR","mar",2009,1000.29
"BGR","mar",2010,800.24
"BGR","mar",2011,868.17
"BGR","tour",1988,3.349e+09
"BGR","tour",1989,3.243e+09
"BGR","tour",1990,4.228e+09
"BGR","tour",1991,6.304e+09
"BGR","tour",1992,5.017e+09
"BGR","tour",1993,4.664e+09
"BGR","tour",1994,5.038e+09
"BGR","tour",1995,4.513e+09
"BGR","tour",1996,4.924e+09
"BGR","tour",1997,4.394e+09
"BGR","tour",1998,6.165e+09
"BGR","tour",1999,6.195e+09
"BGR","tour",2000,7.892e+09
"BGR","tour",2001,8.906e+09
"BGR","tour",2002,9.219e+09
"BGR","tour",2003,1.0293e+10
"BGR","tour",2004,1.1587e+10
"BGR","tour",2005,1.1919e+10
"BGR","tour",2006,1.1905e+10
"BGR","tour",2007,8.751e+09
"BGR","tour",2008,8.656e+09
"BGR","tour",2009,7.811e+09
"BGR","tour",2010,7.44e+09
"BGR","tour",2011,7.399e+09
"BGR","tour",2012,7.15e+09
"BGR","tour",2013,7.214e+09
"BHR","aqf",1976,0
"BHR","aqf",1977,0
"BHR","aqf",1978,0
"BHR","aqf",1979,0
"BHR","aqf",1980,0
"BHR","aqf",1981,0
"BHR","aqf",1982,0
"BHR","aqf",1983,0
"BHR","aqf",1984,0
"BHR","aqf",1985,0
"BHR","aqf",1986,0
"BHR","aqf",1987,0
"BHR","aqf",1988,0
"BHR","aqf",1989,0
"BHR","aqf",1990,0
"BHR","aqf",1991,0
"BHR","aqf",1992,0
"BHR","aqf",1993,0
"BHR","aqf",1994,5
"BHR","aqf",1995,56
"BHR","aqf",1996,37
"BHR","aqf",1997,8
"BHR","aqf",1998,3
"BHR","aqf",1999,11
"BHR","aqf",2000,0
"BHR","aqf",2001,0
"BHR","aqf",2002,0
"BHR","aqf",2003,0
"BHR","aqf",2004,0
"BHR","aqf",2005,0
"BHR","aqf",2006,0
"BHR","aqf",2007,0
"BHR","aqf",2008,0
"BHR","aqf",2009,0
"BHR","cf",1997,10430152.17
"BHR","cf",2002,5901588.17
"BHR","cf",2007,13190848.87
"BHR","mmw",1991,0
"BHR","mmw",1994,0
"BHR","mmw",1998,0
"BHR","mmw",2008,64703.83286
"BHR","tour",1988,4.04e+08
"BHR","tour",1989,4.45e+08
