"sid","sciname","class","order","family","genus","species","authority","modified_year","category","criteria","habitat","popn_trend","shp_dbf","shp_grp","shp_cnt","src_distn","am_speciesid","TEXT","category_2012chg","popn_trend_2012chg"
16012,"Favonigobius reichei","ACTINOPTERYGII","PERCIFORMES","GOBIIDAE","Favonigobius","reichei","(Bleeker, 1854)",1996,"NT",NA,"Marine",NA,NA,NA,NA,"AquaMaps","Fis-17253",NA,"NT",NA
16476,"Pegasus volitans","ACTINOPTERYGII","GASTEROSTEIFORMES","PEGASIDAE","Pegasus","volitans","Linnaeus, 1758",2010,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31035",NA,"DD","Unknown"
16564,"Peponocephala electra","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Peponocephala","electra","(Gray, 1846)",2008,"LC",NA,"Marine","Unknown","range_mammals_mar_sid16564_pts.dbf","mammals",67920,"IUCN","ITS-180459",NA,"LC","Unknown"
16781,"Petromyzon marinus","CEPHALASPIDOMORPHI","PETROMYZONTIFORMES","PETROMYZONTIDAE","Petromyzon","marinus","Linnaeus, 1758",2013,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-30477",NA,"LC","Stable"
17013,"Phoca vitulina","MAMMALIA","CARNIVORA","PHOCIDAE","Phoca","vitulina","Linnaeus, 1758",2008,"LC",NA,"Marine","Stable","range_mammals_mar_sid17013_pts.dbf","mammals",6522,"IUCN","ITS-180649",NA,"LC","Stable"
17023,"Phoca largha","MAMMALIA","CARNIVORA","PHOCIDAE","Phoca","largha","(Pallas, 1811)",2008,"DD",NA,"Marine","Unknown","range_mammals_mar_sid17023_pts.dbf","mammals",4883,"IUCN","ITS-180642",NA,"DD","Unknown"
17026,"Phocarctos hookeri","MAMMALIA","CARNIVORA","OTARIIDAE","Phocarctos","hookeri","(Peters, 1866)",2008,"VU","A3b","Marine","Decreasing","range_mammals_mar_sid17026_pts.dbf","mammals",503,"IUCN","ITS-180617",NA,"VU","Decreasing"
17027,"Phocoena phocoena","MAMMALIA","CETARTIODACTYLA","PHOCOENIDAE","Phocoena","phocoena","(Linnaeus, 1758)",2008,"LC",NA,"Marine","Unknown","range_mammals_mar_sid17027_pts.dbf","mammals",9747,"IUCN","ITS-180473",NA,"LC","Unknown"
17032,"Phocoenoides dalli","MAMMALIA","CETARTIODACTYLA","PHOCOENIDAE","Phocoenoides","dalli","(True, 1885)",2012,"LC",NA,"Marine","Unknown","range_mammals_mar_sid17032_pts.dbf","mammals",11364,"IUCN","ITS-180480",NA,"LC","Unknown"
18596,"Pseudorca crassidens","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Pseudorca","crassidens","(Owen, 1846)",2008,"DD",NA,"Marine","Unknown","range_mammals_mar_sid18596_pts.dbf","mammals",79200,"IUCN","ITS-180463",NA,"DD","Unknown"
18878,"Pungitius pungitius","ACTINOPTERYGII","GASTEROSTEIFORMES","GASTEROSTEIDAE","Pungitius","pungitius","(Linnaeus, 1758)",2013,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-24923",NA,"LC","Stable"
19488,"Rhincodon typus","CHONDRICHTHYES","ORECTOLOBIFORMES","RHINCODONTIDAE","Rhincodon","typus","Smith, 1828",2005,"VU","A2bd+3d","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-30583",NA,"VU","Decreasing"
19855,"Salmo salar","ACTINOPTERYGII","SALMONIFORMES","SALMONIDAE","Salmo","salar","Linnaeus, 1758",1996,"NT",NA,"Marine",NA,NA,NA,NA,"AquaMaps","Fis-29501",NA,"NT",NA
20084,"Sebastes fasciatus","ACTINOPTERYGII","SCORPAENIFORMES","SEBASTIDAE","Sebastes","fasciatus","Storer, 1854",1996,"EN","A1bd","Marine",NA,NA,NA,NA,"AquaMaps","Fis-30636",NA,"EN",NA
20314,"Solegnathus dunckeri","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Solegnathus","dunckeri","Whitley, 1927",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-59365",NA,"DD","Unknown"
20315,"Solegnathus hardwickii","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Solegnathus","hardwickii","(Gray, 1830)",2006,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-54098",NA,"DD","Unknown"
20316,"Solegnathus lettiensis","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Solegnathus","lettiensis","Bleeker, 1860",2008,"DD",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-32766",NA,"DD","Decreasing"
20318,"Solegnathus spinosissimus","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Solegnathus","spinosissimus","(Günther, 1870)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29098",NA,"DD","Unknown"
20729,"Stenella attenuata","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Stenella","attenuata","(Gray, 1846)",2012,"LC",NA,"Marine","Unknown","range_mammals_mar_sid20729_pts.dbf","mammals",81922,"IUCN","ITS-180430",NA,"LC","Unknown"
20730,"Stenella clymene","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Stenella","clymene","(Gray, 1846)",2012,"DD",NA,"Marine","Unknown","range_mammals_mar_sid20730_pts.dbf","mammals",12080,"IUCN","ITS-180435",NA,"DD","Unknown"
20731,"Stenella coeruleoalba","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Stenella","coeruleoalba","(Meyen, 1833)",2008,"LC",NA,"Marine","Unknown","range_mammals_mar_sid20731_pts.dbf","mammals",101768,"IUCN","ITS-180434",NA,"LC","Unknown"
20732,"Stenella frontalis","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Stenella","frontalis","(G. Cuvier, 1829)",2012,"DD",NA,"Marine","Unknown","range_mammals_mar_sid20732_pts.dbf","mammals",19979,"IUCN","ITS-552460",NA,"DD","Unknown"
20733,"Stenella longirostris","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Stenella","longirostris","(Gray, 1828)",2012,"DD",NA,"Marine","Unknown","range_mammals_mar_sid20733_pts.dbf","mammals",77089,"IUCN","ITS-180429",NA,"DD","Unknown"
20738,"Steno bredanensis","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Steno","bredanensis","(G. Cuvier in Lesson, 1828)",2012,"LC",NA,"Marine","Unknown","range_mammals_mar_sid20738_pts.dbf","mammals",82387,"IUCN","ITS-180417",NA,"LC","Unknown"
21500,"Tasmacetus shepherdi","MAMMALIA","CETARTIODACTYLA","ZIPHIIDAE","Tasmacetus","shepherdi","Oliver, 1937",2008,"DD",NA,"Marine","Unknown","range_mammals_mar_sid21500_pts.dbf","mammals",27449,"IUCN","ITS-180500",NA,"DD","Unknown"
21856,"Thunnus alalunga","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE","Thunnus","alalunga","(Bonnaterre, 1788)",2011,"NT",NA,"Marine","Decreasing","range_fish_mar_sid21856_pts.dbf","fish",76023,"IUCN","Fis-22832",NA,"NT","Decreasing"
21857,"Thunnus albacares","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE","Thunnus","albacares","(Bonnaterre, 1788)",2011,"NT",NA,"Marine","Decreasing","range_fish_mar_sid21857_pts.dbf","fish",81670,"IUCN","Fis-22833",NA,"LC","Decreasing"
21858,"Thunnus maccoyii","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE","Thunnus","maccoyii","(Castelnau, 1872)",2011,"CR","A2bd","Marine","Decreasing","range_fish_mar_sid21858_pts.dbf","fish",29761,"IUCN","Fis-22835",NA,"CR","Decreasing"
21859,"Thunnus obesus","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE","Thunnus","obesus","(Lowe, 1839)",2011,"VU","A2bd","Marine","Decreasing","range_fish_mar_sid21859_pts.dbf","fish",85814,"IUCN","Fis-22836",NA,"VU","Decreasing"
21860,"Thunnus thynnus","ACTINOPTERYGII","PERCIFORMES","SCOMBRIDAE","Thunnus","thynnus","(Linnaeus, 1758)",2011,"EN","A2bd","Marine","Decreasing","range_fish_mar_sid21860_pts.dbf","fish",34495,"IUCN","Fis-49220",NA,"EN","Decreasing"
21994,"Torquigener brevipinnis","ACTINOPTERYGII","TETRAODONTIFORMES","TETRAODONTIDAE","Torquigener","brevipinnis","(Regan, 1903)",1996,"DD",NA,"Marine",NA,NA,NA,NA,"AquaMaps","Fis-27843",NA,"DD",NA
22135,"Tridacna crocea","BIVALVIA","VENEROIDA","TRIDACNIDAE","Tridacna","crocea","Lamarck, 1819",1996,"NT",NA,"Marine",NA,NA,NA,NA,"AquaMaps","SLB-89579",NA,"LC",NA
22136,"Tridacna derasa","BIVALVIA","VENEROIDA","TRIDACNIDAE","Tridacna","derasa","(Röding, 1798)",1996,"VU","A2cd","Marine",NA,NA,NA,NA,"AquaMaps","SLB-88817",NA,"VU",NA
22137,"Tridacna gigas","BIVALVIA","VENEROIDA","TRIDACNIDAE","Tridacna","gigas","(Linnaeus, 1758)",1996,"VU","A2cd","Marine",NA,NA,NA,NA,"AquaMaps","SLB-88818",NA,"VU",NA
22138,"Tridacna maxima","BIVALVIA","VENEROIDA","TRIDACNIDAE","Tridacna","maxima","(Röding, 1798)",1996,"NT",NA,"Marine",NA,NA,NA,NA,"AquaMaps","SLB-88819",NA,"NT",NA
22140,"Tridacna squamosa","BIVALVIA","VENEROIDA","TRIDACNIDAE","Tridacna","squamosa","Lamarck, 1819",1996,"NT",NA,"Marine",NA,NA,NA,NA,"AquaMaps","SLB-88820",NA,"NT",NA
22563,"Tursiops truncatus","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Tursiops","truncatus","(Montagu, 1821)",2012,"LC",NA,"Marine","Unknown","range_mammals_mar_sid22563_pts.dbf","mammals",103190,"IUCN","ITS-180426",NA,"LC","Unknown"
22823,"Ursus maritimus","MAMMALIA","CARNIVORA","URSIDAE","Ursus","maritimus","Phipps, 1774",2008,"VU","A3c","Marine","Decreasing","range_mammals_mar_sid22823_pts.dbf","mammals",30369,"IUCN",NA,NA,"VU","Decreasing"
23148,"Xiphias gladius","ACTINOPTERYGII","PERCIFORMES","XIPHIIDAE","Xiphias","gladius","Linnaeus, 1758",2011,"LC",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-29576",NA,"LC","Decreasing"
23211,"Ziphius cavirostris","MAMMALIA","CETARTIODACTYLA","ZIPHIIDAE","Ziphius","cavirostris","G. Cuvier, 1823",2008,"LC",NA,"Marine","Unknown","range_mammals_mar_sid23211_pts.dbf","mammals",121522,"IUCN","ITS-180498",NA,"LC","Unknown"
29609,"Sebastolobus alascanus","ACTINOPTERYGII","SCORPAENIFORMES","SCORPAENIDAE","Sebastolobus","alascanus","Bean, 1890",2000,"EN","A2d","Marine",NA,NA,NA,NA,"AquaMaps","Fis-30888",NA,"EN",NA
39324,"Notorynchus cepedianus","CHONDRICHTHYES","HEXANCHIFORMES","HEXANCHIDAE","Notorynchus","cepedianus","(Péron, 1807)",2005,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-24153",NA,"DD","Unknown"
39325,"Centrophorus granulosus","CHONDRICHTHYES","SQUALIFORMES","CENTROPHORIDAE","Centrophorus","granulosus","(Bloch &amp; Schneider, 1801)",2006,"VU","A2abd+3d+4d","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23075",NA,"VU","Decreasing"
39326,"Squalus acanthias","CHONDRICHTHYES","SQUALIFORMES","SQUALIDAE","Squalus","acanthias","Linnaeus, 1758",2006,"VU","A2bd+3bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-29532",NA,"VU","Decreasing"
39329,"Squatina argentina","CHONDRICHTHYES","SQUATINIFORMES","SQUATINIDAE","Squatina","argentina","(Marini, 1930)",2006,"EN","A2b","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23281",NA,"EN","Decreasing"
39332,"Squatina squatina","CHONDRICHTHYES","SQUATINIFORMES","SQUATINIDAE","Squatina","squatina","(Linnaeus, 1758)",2006,"CR","A2bcd+3d+4bcd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23282",NA,"CR","Decreasing"
39336,"Odontaspis noronhai","CHONDRICHTHYES","LAMNIFORMES","ODONTASPIDIDAE","Odontaspis","noronhai","(Maul, 1955)",2005,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23199",NA,"DD","Unknown"
39337,"Pseudocarcharias kamoharai","CHONDRICHTHYES","LAMNIFORMES","PSEUDOCARCHARIIDAE","Pseudocarcharias","kamoharai","(Matsubara, 1936)",2005,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25899",NA,"NT","Unknown"
39338,"Megachasma pelagios","CHONDRICHTHYES","LAMNIFORMES","MEGACHASMIDAE","Megachasma","pelagios","Taylor, Compagno &amp; Struhsaker, 1983",2005,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31577",NA,"DD","Unknown"
39339,"Alopias vulpinus","CHONDRICHTHYES","LAMNIFORMES","ALOPIIDAE","Alopias","vulpinus","(Bonnaterre, 1788)",2009,"VU","A2bd+3bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23899",NA,"VU","Decreasing"
39341,"Isurus oxyrinchus","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Isurus","oxyrinchus","Rafinesque, 1810",2009,"VU","A2abd+3bd+4abd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-58485",NA,"VU","Decreasing"
39342,"Lamna ditropis","CHONDRICHTHYES","LAMNIFORMES","LAMNIDAE","Lamna","ditropis","Hubbs &amp; Follett, 1947",2009,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-29426",NA,"LC","Stable"
39347,"Schroederichthys bivius","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Schroederichthys","bivius","(Müller &amp; Henle, 1838)",2005,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23246",NA,"DD","Unknown"
39349,"Scyliorhinus capensis","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Scyliorhinus","capensis","(Müller &amp; Henle, 1838)",2004,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23252",NA,"NT","Unknown"
39352,"Galeorhinus galeus","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Galeorhinus","galeus","(Linnaeus, 1758)",2006,"VU","A2bd+3d+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-25233",NA,"VU","Decreasing"
39354,"Hypogaleus hyugaensis","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Hypogaleus","hyugaensis","(Miyosi, 1939)",2005,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25902",NA,"NT","Unknown"
39355,"Mustelus antarcticus","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Mustelus","antarcticus","Günther, 1870",2003,"LC",NA,"Marine","Stable",NA,NA,NA,"AquaMaps","Fis-31602",NA,"LC","Stable"
39356,"Mustelus lenticulatus","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Mustelus","lenticulatus","Phillipps, 1932",2003,"LC",NA,"Marine","Increasing",NA,NA,NA,"AquaMaps","Fis-31592",NA,"LC","Increasing"
39357,"Mustelus asterias","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Mustelus","asterias","Cloquet, 1819",2009,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-31597",NA,"LC","Unknown"
39358,"Mustelus mustelus","CHONDRICHTHYES","CARCHARHINIFORMES","TRIAKIDAE","Mustelus","mustelus","(Linnaeus, 1758)",2009,"VU","A2bd+3bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-25412",NA,"VU","Decreasing"
39365,"Carcharhinus amblyrhynchos","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","amblyrhynchos","(Bleeker, 1856)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23047",NA,"NT","Unknown"
39366,"Carcharhinus amboinensis","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","amboinensis","(Müller &amp; Henle, 1839)",2009,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23048",NA,"DD","Unknown"
39368,"Carcharhinus brevipinna","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","brevipinna","(Müller &amp; Henle, 1839)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23051",NA,"NT","Unknown"
39370,"Carcharhinus falciformis","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","falciformis","(Müller &amp; Henle, 1839)",2009,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23054",NA,"NT","Decreasing"
39372,"Carcharhinus leucas","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","leucas","(Müller &amp; Henle, 1839)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23059",NA,"NT","Unknown"
39374,"Carcharhinus longimanus","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","longimanus","(Poey, 1861)",2006,"VU","A2ad+3d+4ad","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23061",NA,"VU","Decreasing"
39375,"Carcharhinus melanopterus","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","melanopterus","(Quoy &amp; Gaimard, 1824)",2009,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23063",NA,"NT","Decreasing"
39378,"Galeocerdo cuvier","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Galeocerdo","cuvier","(Péron &amp; Lesueur, 1822)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23129",NA,"NT","Unknown"
39381,"Prionace glauca","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Prionace","glauca","(Linnaeus, 1758)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23222",NA,"NT","Unknown"
39383,"Scoliodon laticaudus","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Scoliodon","laticaudus","Müller &amp; Henle, 1838",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-29505",NA,"NT","Unknown"
39384,"Triaenodon obesus","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Triaenodon","obesus","(Rüppell, 1837)",2005,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23311",NA,"NT","Unknown"
39385,"Sphyrna lewini","CHONDRICHTHYES","CARCHARHINIFORMES","SPHYRNIDAE","Sphyrna","lewini","(Griffith &amp; Smith, 1834)",2007,"EN","A2bd+4bd","Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23273",NA,"EN","Unknown"
39386,"Sphyrna mokarran","CHONDRICHTHYES","CARCHARHINIFORMES","SPHYRNIDAE","Sphyrna","mokarran","(Rüppell, 1837)",2007,"EN","A2bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23274",NA,"EN","Decreasing"
39388,"Sphyrna zygaena","CHONDRICHTHYES","CARCHARHINIFORMES","SPHYRNIDAE","Sphyrna","zygaena","(Linnaeus, 1758)",2005,"VU","A2bd+3bd+4bd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-23277",NA,"VU","Decreasing"
39389,"Anoxypristis cuspidata","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Anoxypristis","cuspidata","(Latham, 1794)",2013,"EN","A2cd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-26906",NA,"CR","Decreasing"
39393,"Pristis zijsron","CHONDRICHTHYES","RAJIFORMES","PRISTIDAE","Pristis","zijsron","Bleeker, 1851",2013,"CR","A2cd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-32599",NA,"CR","Decreasing"
39394,"Rhynchobatus djiddensis","CHONDRICHTHYES","RAJIFORMES","RHYNCHOBATIDAE","Rhynchobatus","djiddensis","(Forsskål, 1775)",2006,"VU","A2d+3d+4d","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-25664",NA,"VU","Decreasing"
39397,"Dipturus batis","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Dipturus","batis","(Linnaeus, 1758)",2006,"CR","A2bcd+4bcd","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-131824",NA,"CR","Decreasing"
39399,"Raja clavata","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Raja","clavata","Linnaeus, 1758",2005,"NT",NA,"Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-30563",NA,"NT","Decreasing"
39412,"Taeniura lymma","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Taeniura","lymma","(Forsskål, 1775)",2005,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25603",NA,"NT","Unknown"
39413,"Urogymnus asperrimus","CHONDRICHTHYES","RAJIFORMES","DASYATIDAE","Urogymnus","asperrimus","(Bloch &amp; Schneider,1801)",2005,"VU","A2bd","Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-6035",NA,"VU","Unknown"
39771,"Dipturus laevis","CHONDRICHTHYES","RAJIFORMES","RAJIDAE","Dipturus","laevis","(Mitchill, 1818)",2003,"EN","A1bcd","Marine","Stable",NA,NA,NA,"AquaMaps","Fis-131835",NA,"EN","Stable"
39773,"Cephalopholis boenak","ACTINOPTERYGII","PERCIFORMES","EPINEPHELIDAE","Cephalopholis","boenak","(Bloch, 1790)",2008,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-26117",NA,"LC","Unknown"
40635,"Indopacetus pacificus","MAMMALIA","CETARTIODACTYLA","ZIPHIIDAE","Indopacetus","pacificus","(Longman, 1926)",2008,"DD",NA,"Marine","Unknown","range_mammals_mar_sid40635_pts.dbf","mammals",41342,"IUCN","ITS-180502",NA,"DD","Unknown"
40715,"Syngnathoides biaculeatus","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Syngnathoides","biaculeatus","(Bloch, 1785)",2008,"DD",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-25926",NA,"DD","Unknown"
40797,"Carcharhinus amblyrhynchoides","CHONDRICHTHYES","CARCHARHINIFORMES","CARCHARHINIDAE","Carcharhinus","amblyrhynchoides","(Whitley, 1934)",2009,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-23046",NA,"NT","Unknown"
41010,"Hippocampus kelloggi","ACTINOPTERYGII","SYNGNATHIFORMES","SYNGNATHIDAE","Hippocampus","kelloggi","Jordan &amp; Snyder, 1901",2012,"VU","A2d+4d","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-130734",NA,"VU","Decreasing"
41664,"Arctocephalus forsteri","MAMMALIA","CARNIVORA","OTARIIDAE","Arctocephalus","forsteri","(Lesson, 1828)",2008,"LC",NA,"Marine","Increasing","range_mammals_mar_sid41664_pts.dbf","mammals",2212,"IUCN","ITS-180631",NA,"LC","Increasing"
41665,"Otaria flavescens","MAMMALIA","CARNIVORA","OTARIIDAE","Otaria","flavescens","(Shaw, 1800)",2008,"LC",NA,"Marine","Stable","range_mammals_mar_sid41665_pts.dbf","mammals",1395,"IUCN","ITS-180619",NA,"LC","Stable"
41670,"Histriophoca fasciata","MAMMALIA","CARNIVORA","PHOCIDAE","Histriophoca","fasciata","Zimmerman, 1783",2008,"DD",NA,"Marine","Unknown","range_mammals_mar_sid41670_pts.dbf","mammals",5911,"IUCN","ITS-622021",NA,"DD","Unknown"
41671,"Pagophilus groenlandicus","MAMMALIA","CARNIVORA","PHOCIDAE","Pagophilus","groenlandicus","(Erxleben, 1777)",2008,"LC",NA,"Marine","Increasing","range_mammals_mar_sid41671_pts.dbf","mammals",11407,"IUCN","ITS-622022",NA,"LC","Increasing"
41672,"Pusa hispida","MAMMALIA","CARNIVORA","PHOCIDAE","Pusa","hispida","(Schreber, 1775)",2008,"LC",NA,"Marine","Unknown","range_mammals_mar_sid41672_pts.dbf","mammals",32082,"IUCN","ITS-622018",NA,"LC","Unknown"
41711,"Eubalaena japonica","MAMMALIA","CETARTIODACTYLA","BALAENIDAE","Eubalaena","japonica","(Lacépède, 1818)",2008,"EN","D","Marine","Unknown","range_mammals_mar_sid41711_pts.dbf","mammals",3691,"IUCN","ITS-612591",NA,"EN","Unknown"
41712,"Eubalaena glacialis","MAMMALIA","CETARTIODACTYLA","BALAENIDAE","Eubalaena","glacialis","(P.L.S. Müller, 1776)",2012,"EN","D","Marine","Unknown","range_mammals_mar_sid41712_pts.dbf","mammals",9589,"IUCN","ITS-180537",NA,"EN","Unknown"
41714,"Tursiops aduncus","MAMMALIA","CETARTIODACTYLA","DELPHINIDAE","Tursiops","aduncus","(Ehrenberg, 1833)",2012,"DD",NA,"Marine","Unknown","range_mammals_mar_sid41714_pts.dbf","mammals",9544,"IUCN","ITS-612596",NA,"DD","Unknown"
41715,"Phocoena dioptrica","MAMMALIA","CETARTIODACTYLA","PHOCOENIDAE","Phocoena","dioptrica","(Lahille, 1912)",2008,"DD",NA,"Marine","Unknown","range_mammals_mar_sid41715_pts.dbf","mammals",26656,"IUCN","ITS-180475",NA,"DD","Unknown"
41717,"Aetomylaeus nichofii","CHONDRICHTHYES","RAJIFORMES","MYLIOBATIDAE","Aetomylaeus","nichofii","(Bloch &amp; Schneider, 1801)",2003,"VU","A2d+3d+4d","Marine","Decreasing",NA,NA,NA,"AquaMaps","Fis-27676",NA,"VU","Decreasing"
41719,"Apristurus exsanguis","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Apristurus","exsanguis","Sato, Nakaya &amp; Stewart, 1999",2003,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-145092",NA,"LC","Unknown"
41723,"Asymbolus pallidus","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Asymbolus","pallidus","Last, Gomon &amp; Gledhill, 1999",2003,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-140642",NA,"LC","Unknown"
41725,"Asymbolus rubiginosus","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Asymbolus","rubiginosus","Last, Gomon &amp; Gledhill, 1999",2003,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-140692",NA,"LC","Unknown"
41726,"Asymbolus submaculatus","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Asymbolus","submaculatus","Compagno, Stevens &amp; Last, 1999",2003,"LC",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-140634",NA,"LC","Unknown"
41730,"Atelomycterus marmoratus","CHONDRICHTHYES","CARCHARHINIFORMES","SCYLIORHINIDAE","Atelomycterus","marmoratus","(Anonymous [Bennett], 1830)",2003,"NT",NA,"Marine","Unknown",NA,NA,NA,"AquaMaps","Fis-24448",NA,"NT","Unknown"
