"","stockid","year","common","species","ram_catch","saup_catch","species_code"
"1773","GSTRGZRSTA7",1981,"Giant stargazer","Kathetostoma giganteum",307.3541,3006,"GSTRGZRSTA7:Giant_stargazer"
"1774","GSTRGZRSTA7",1982,"Giant stargazer","Kathetostoma giganteum",216.1613,2640,"GSTRGZRSTA7:Giant_stargazer"
"1775","GSTRGZRSTA7",1983,"Giant stargazer","Kathetostoma giganteum",279.1691,3198.33333333333,"GSTRGZRSTA7:Giant_stargazer"
"1776","GSTRGZRSTA7",1984,"Giant stargazer","Kathetostoma giganteum",383.7488,3430.76923076923,"GSTRGZRSTA7:Giant_stargazer"
"1777","GSTRGZRSTA7",1985,"Giant stargazer","Kathetostoma giganteum",283.4906,2244.28571428571,"GSTRGZRSTA7:Giant_stargazer"
"1778","GSTRGZRSTA7",1986,"Giant stargazer","Kathetostoma giganteum",312.8764,1969.33333333333,"GSTRGZRSTA7:Giant_stargazer"
"1779","GSTRGZRSTA7",1987,"Giant stargazer","Kathetostoma giganteum",420.9139,2567.74193548387,"GSTRGZRSTA7:Giant_stargazer"
"1780","GSTRGZRSTA7",1988,"Giant stargazer","Kathetostoma giganteum",436.471,2922.5,"GSTRGZRSTA7:Giant_stargazer"
"1781","GSTRGZRSTA7",1989,"Giant stargazer","Kathetostoma giganteum",449.436,3143.0303030303,"GSTRGZRSTA7:Giant_stargazer"
"1782","GSTRGZRSTA7",1990,"Giant stargazer","Kathetostoma giganteum",428.278,3250.58823529412,"GSTRGZRSTA7:Giant_stargazer"
"1783","GSTRGZRSTA7",1991,"Giant stargazer","Kathetostoma giganteum",701.649,3915.42857142857,"GSTRGZRSTA7:Giant_stargazer"
"1784","GSTRGZRSTA7",1992,"Giant stargazer","Kathetostoma giganteum",799.112,3598.88888888889,"GSTRGZRSTA7:Giant_stargazer"
"1785","GSTRGZRSTA7",1993,"Giant stargazer","Kathetostoma giganteum",753.117,3654.44444444444,"GSTRGZRSTA7:Giant_stargazer"
"1786","GSTRGZRSTA7",1994,"Giant stargazer","Kathetostoma giganteum",576.004,3456.66666666667,"GSTRGZRSTA7:Giant_stargazer"
"1787","GSTRGZRSTA7",1995,"Giant stargazer","Kathetostoma giganteum",577.357,3432.2222814447,"GSTRGZRSTA7:Giant_stargazer"
"1788","GSTRGZRSTA7",1996,"Giant stargazer","Kathetostoma giganteum",771.848,3623.333896557,"GSTRGZRSTA7:Giant_stargazer"
"1789","GSTRGZRSTA7",1997,"Giant stargazer","Kathetostoma giganteum",810.975,3371.11121787383,"GSTRGZRSTA7:Giant_stargazer"
"1790","GSTRGZRSTA7",1998,"Giant stargazer","Kathetostoma giganteum",497.955,2368.88971047007,"GSTRGZRSTA7:Giant_stargazer"
"1791","GSTRGZRSTA7",1999,"Giant stargazer","Kathetostoma giganteum",877.825,3273.33355905173,"GSTRGZRSTA7:Giant_stargazer"
"1792","GSTRGZRSTA7",2000,"Giant stargazer","Kathetostoma giganteum",1114.025,3857.77828287482,"GSTRGZRSTA7:Giant_stargazer"
"1793","GSTRGZRSTA7",2001,"Giant stargazer","Kathetostoma giganteum",1145.52,4611.00087433132,"GSTRGZRSTA7:Giant_stargazer"
"1794","GSTRGZRSTA7",2002,"Giant stargazer","Kathetostoma giganteum",698.382,3610.92892282274,"GSTRGZRSTA7:Giant_stargazer"
"1795","GSTRGZRSTA7",2003,"Giant stargazer","Kathetostoma giganteum",909.341,3535.45689802486,"GSTRGZRSTA7:Giant_stargazer"
"1796","GSTRGZRSTA7",2004,"Giant stargazer","Kathetostoma giganteum",817.53,3283.73383774477,"GSTRGZRSTA7:Giant_stargazer"
"1797","GSTRGZRSTA7",2005,"Giant stargazer","Kathetostoma giganteum",931.213,3765.09092588137,"GSTRGZRSTA7:Giant_stargazer"
"1798","GSTRGZRSTA7",2006,"Giant stargazer","Kathetostoma giganteum",888.8,4026.29444394664,"GSTRGZRSTA7:Giant_stargazer"
"1799","GSTRGZRSTA7",2007,"Giant stargazer","Kathetostoma giganteum",957.777,3885.33981248071,"GSTRGZRSTA7:Giant_stargazer"
"1800","HAD4X5Y",1970,"Haddock","Melanogrammus aeglefinus",0,217433.236216112,"HAD4X5Y:Haddock"
"1801","HAD4X5Y",1971,"Haddock","Melanogrammus aeglefinus",0,231369.336137296,"HAD4X5Y:Haddock"
"1802","HAD4X5Y",1972,"Haddock","Melanogrammus aeglefinus",0,207183.076720823,"HAD4X5Y:Haddock"
"1803","HAD4X5Y",1973,"Haddock","Melanogrammus aeglefinus",0,197183.729304066,"HAD4X5Y:Haddock"
"1804","HAD4X5Y",1974,"Haddock","Melanogrammus aeglefinus",0,158469.875469989,"HAD4X5Y:Haddock"
"1805","HAD4X5Y",1975,"Haddock","Melanogrammus aeglefinus",0,138516.660920242,"HAD4X5Y:Haddock"
"1806","HAD4X5Y",1976,"Haddock","Melanogrammus aeglefinus",0,101635.592519494,"HAD4X5Y:Haddock"
"1807","HAD4X5Y",1977,"Haddock","Melanogrammus aeglefinus",0,92458.6397726614,"HAD4X5Y:Haddock"
"1808","HAD4X5Y",1978,"Haddock","Melanogrammus aeglefinus",0,108072.088647407,"HAD4X5Y:Haddock"
"1809","HAD4X5Y",1979,"Haddock","Melanogrammus aeglefinus",0,103226.418952831,"HAD4X5Y:Haddock"
"1810","HAD4X5Y",1980,"Haddock","Melanogrammus aeglefinus",0,117940.469188835,"HAD4X5Y:Haddock"
"1811","HAD4X5Y",1981,"Haddock","Melanogrammus aeglefinus",0,106565.174805392,"HAD4X5Y:Haddock"
"1812","HAD4X5Y",1982,"Haddock","Melanogrammus aeglefinus",0,81031.4456701743,"HAD4X5Y:Haddock"
"1813","HAD4X5Y",1983,"Haddock","Melanogrammus aeglefinus",0,64124.2119771802,"HAD4X5Y:Haddock"
"1814","HAD4X5Y",1984,"Haddock","Melanogrammus aeglefinus",0,55780.5234428895,"HAD4X5Y:Haddock"
"1815","HAD4X5Y",1985,"Haddock","Melanogrammus aeglefinus",0,60179.2520495566,"HAD4X5Y:Haddock"
"1816","HAD4X5Y",1986,"Haddock","Melanogrammus aeglefinus",0,66479.0660147461,"HAD4X5Y:Haddock"
"1817","HAD4X5Y",1987,"Haddock","Melanogrammus aeglefinus",0,46624.2577670632,"HAD4X5Y:Haddock"
"1818","HAD4X5Y",1988,"Haddock","Melanogrammus aeglefinus",0,45581.3635349118,"HAD4X5Y:Haddock"
"1819","HAD4X5Y",1989,"Haddock","Melanogrammus aeglefinus",0,37459.8214327073,"HAD4X5Y:Haddock"
"1820","HAD4X5Y",1990,"Haddock","Melanogrammus aeglefinus",0,33296.6363224635,"HAD4X5Y:Haddock"
"1821","HAD4X5Y",1991,"Haddock","Melanogrammus aeglefinus",0,30825.3251859151,"HAD4X5Y:Haddock"
"1822","HAD4X5Y",1992,"Haddock","Melanogrammus aeglefinus",0,31366.7736516794,"HAD4X5Y:Haddock"
"1823","HAD4X5Y",1993,"Haddock","Melanogrammus aeglefinus",0,20442.4259565566,"HAD4X5Y:Haddock"
"1824","HAD4X5Y",1994,"Haddock","Melanogrammus aeglefinus",0,10097.848973134,"HAD4X5Y:Haddock"
"1825","HAD4X5Y",1995,"Haddock","Melanogrammus aeglefinus",0,11774.1974926609,"HAD4X5Y:Haddock"
"1826","HAD4X5Y",1996,"Haddock","Melanogrammus aeglefinus",0,15428.2758890351,"HAD4X5Y:Haddock"
"1827","HAD4X5Y",1997,"Haddock","Melanogrammus aeglefinus",0,14347.3173902556,"HAD4X5Y:Haddock"
"1828","HAD4X5Y",1998,"Haddock","Melanogrammus aeglefinus",0,17097.8973403398,"HAD4X5Y:Haddock"
"1829","HAD4X5Y",1999,"Haddock","Melanogrammus aeglefinus",0,15805.0166780267,"HAD4X5Y:Haddock"
"1830","HAD4X5Y",2000,"Haddock","Melanogrammus aeglefinus",0,19781.6687189416,"HAD4X5Y:Haddock"
"1831","HAD4X5Y",2001,"Haddock","Melanogrammus aeglefinus",0,26947.8184774835,"HAD4X5Y:Haddock"
"1832","HAD4X5Y",2002,"Haddock","Melanogrammus aeglefinus",0,28132.6748022325,"HAD4X5Y:Haddock"
"1833","HAD4X5Y",2003,"Haddock","Melanogrammus aeglefinus",0,28265.2924349245,"HAD4X5Y:Haddock"
"1834","HAD4X5Y",2004,"Haddock","Melanogrammus aeglefinus",0,30906.262278006,"HAD4X5Y:Haddock"
"1835","HAD4X5Y",2005,"Haddock","Melanogrammus aeglefinus",0,34539.8140749901,"HAD4X5Y:Haddock"
"1836","HAD4X5Y",2006,"Haddock","Melanogrammus aeglefinus",0,24847.0475404468,"HAD4X5Y:Haddock"
"1837","HAD4X5Y",2007,"Haddock","Melanogrammus aeglefinus",0,26937.909056956,"HAD4X5Y:Haddock"
"1838","HAD4X5Y",2008,"Haddock","Melanogrammus aeglefinus",0,31078.5402577085,"HAD4X5Y:Haddock"
"1839","HAD4X5Y",2009,"Haddock","Melanogrammus aeglefinus",0,33528.2300960219,"HAD4X5Y:Haddock"
"1840","HAD4X5Y",2010,"Haddock","Melanogrammus aeglefinus",0,37678.5811816791,"HAD4X5Y:Haddock"
"1841","HAD5Y",1964,"Haddock","Melanogrammus aeglefinus",5378.8,259948.993535324,"HAD5Y:Haddock"
"1842","HAD5Y",1965,"Haddock","Melanogrammus aeglefinus",4154.7,414050.286849136,"HAD5Y:Haddock"
"1843","HAD5Y",1966,"Haddock","Melanogrammus aeglefinus",4524,377784.892458978,"HAD5Y:Haddock"
"1844","HAD5Y",1967,"Haddock","Melanogrammus aeglefinus",4852.2,303228.579340501,"HAD5Y:Haddock"
"1845","HAD5Y",1968,"Haddock","Melanogrammus aeglefinus",3417.3,305088.942281091,"HAD5Y:Haddock"
"1846","HAD5Y",1969,"Haddock","Melanogrammus aeglefinus",2404.6,268380.551641128,"HAD5Y:Haddock"
"1847","HAD5Y",1970,"Haddock","Melanogrammus aeglefinus",1435.8,217433.236216112,"HAD5Y:Haddock"
"1848","HAD5Y",1971,"Haddock","Melanogrammus aeglefinus",1190.2,231369.336137296,"HAD5Y:Haddock"
"1849","HAD5Y",1972,"Haddock","Melanogrammus aeglefinus",912.3,207183.076720823,"HAD5Y:Haddock"
"1850","HAD5Y",1973,"Haddock","Melanogrammus aeglefinus",526,197183.729304066,"HAD5Y:Haddock"
"1851","HAD5Y",1974,"Haddock","Melanogrammus aeglefinus",628.8,158469.875469989,"HAD5Y:Haddock"
"1852","HAD5Y",1975,"Haddock","Melanogrammus aeglefinus",1180.2,138516.660920242,"HAD5Y:Haddock"
"1853","HAD5Y",1976,"Haddock","Melanogrammus aeglefinus",1834.5,101635.592519494,"HAD5Y:Haddock"
"1854","HAD5Y",1977,"Haddock","Melanogrammus aeglefinus",3308.8,92458.6397726614,"HAD5Y:Haddock"
"1855","HAD5Y",1978,"Haddock","Melanogrammus aeglefinus",4430.1,108072.088647407,"HAD5Y:Haddock"
"1856","HAD5Y",1979,"Haddock","Melanogrammus aeglefinus",4148.6,103226.418952831,"HAD5Y:Haddock"
"1857","HAD5Y",1980,"Haddock","Melanogrammus aeglefinus",6339.3,117940.469188835,"HAD5Y:Haddock"
"1858","HAD5Y",1981,"Haddock","Melanogrammus aeglefinus",5776.1,106565.174805392,"HAD5Y:Haddock"
"1859","HAD5Y",1982,"Haddock","Melanogrammus aeglefinus",5683.2,81031.4456701743,"HAD5Y:Haddock"
"1860","HAD5Y",1983,"Haddock","Melanogrammus aeglefinus",5668.9,64124.2119771802,"HAD5Y:Haddock"
"1861","HAD5Y",1984,"Haddock","Melanogrammus aeglefinus",2863.6,55780.5234428895,"HAD5Y:Haddock"
"1862","HAD5Y",1985,"Haddock","Melanogrammus aeglefinus",2282.3,60179.2520495566,"HAD5Y:Haddock"
"1863","HAD5Y",1986,"Haddock","Melanogrammus aeglefinus",1653.3,66479.0660147461,"HAD5Y:Haddock"
"1864","HAD5Y",1987,"Haddock","Melanogrammus aeglefinus",860,46624.2577670632,"HAD5Y:Haddock"
"1865","HAD5Y",1988,"Haddock","Melanogrammus aeglefinus",429.8,45581.3635349118,"HAD5Y:Haddock"
"1866","HAD5Y",1989,"Haddock","Melanogrammus aeglefinus",282,37459.8214327073,"HAD5Y:Haddock"
"1867","HAD5Y",1990,"Haddock","Melanogrammus aeglefinus",438.6,33296.6363224635,"HAD5Y:Haddock"
"1868","HAD5Y",1991,"Haddock","Melanogrammus aeglefinus",435.4,30825.3251859151,"HAD5Y:Haddock"
"1869","HAD5Y",1992,"Haddock","Melanogrammus aeglefinus",330.9,31366.7736516794,"HAD5Y:Haddock"
"1870","HAD5Y",1993,"Haddock","Melanogrammus aeglefinus",223.2,20442.4259565566,"HAD5Y:Haddock"
"1871","HAD5Y",1994,"Haddock","Melanogrammus aeglefinus",217.4,10097.848973134,"HAD5Y:Haddock"
"1872","HAD5Y",1995,"Haddock","Melanogrammus aeglefinus",475.7,11774.1974926609,"HAD5Y:Haddock"
"1873","HAD5Y",1996,"Haddock","Melanogrammus aeglefinus",359.7,15428.2758890351,"HAD5Y:Haddock"
"1874","HAD5Y",1997,"Haddock","Melanogrammus aeglefinus",988.4,14347.3173902556,"HAD5Y:Haddock"
"1875","HAD5Y",1998,"Haddock","Melanogrammus aeglefinus",953.8,17097.8973403398,"HAD5Y:Haddock"
"1876","HAD5Y",1999,"Haddock","Melanogrammus aeglefinus",564.6,15805.0166780267,"HAD5Y:Haddock"
"1877","HAD5Y",2000,"Haddock","Melanogrammus aeglefinus",903.4,19781.6687189416,"HAD5Y:Haddock"
"1878","HAD5Y",2001,"Haddock","Melanogrammus aeglefinus",1146.5,26947.8184774835,"HAD5Y:Haddock"
"1879","HAD5Y",2002,"Haddock","Melanogrammus aeglefinus",1166.4,28132.6748022325,"HAD5Y:Haddock"
"1880","HAD5Y",2003,"Haddock","Melanogrammus aeglefinus",1237.4,28265.2924349245,"HAD5Y:Haddock"
"1881","HAD5Y",2004,"Haddock","Melanogrammus aeglefinus",1402.7,30906.262278006,"HAD5Y:Haddock"
"1882","HAD5Y",2005,"Haddock","Melanogrammus aeglefinus",1716,34539.8140749901,"HAD5Y:Haddock"
"1883","HAD5Y",2006,"Haddock","Melanogrammus aeglefinus",1171.5,24847.0475404468,"HAD5Y:Haddock"
"1884","HAD5Y",2007,"Haddock","Melanogrammus aeglefinus",1351.8,26937.909056956,"HAD5Y:Haddock"
"1885","HAD5Y",2008,"Haddock","Melanogrammus aeglefinus",1132.3,31078.5402577085,"HAD5Y:Haddock"
"1886","HAD5Y",2009,"Haddock","Melanogrammus aeglefinus",1030.8,33528.2300960219,"HAD5Y:Haddock"
"1887","HAD5Y",2010,"Haddock","Melanogrammus aeglefinus",1308.9,37678.5811816791,"HAD5Y:Haddock"
"1888","HADGB",1950,"Haddock","Melanogrammus aeglefinus",0,123241.407148631,"HADGB:Haddock"
"1889","HADGB",1951,"Haddock","Melanogrammus aeglefinus",0,118208.95954466,"HADGB:Haddock"
"1890","HADGB",1952,"Haddock","Melanogrammus aeglefinus",0,165514.990284371,"HADGB:Haddock"
"1891","HADGB",1953,"Haddock","Melanogrammus aeglefinus",0,146929.564236176,"HADGB:Haddock"
"1892","HADGB",1954,"Haddock","Melanogrammus aeglefinus",0,185089.62189862,"HADGB:Haddock"
"1893","HADGB",1955,"Haddock","Melanogrammus aeglefinus",0,230250.718645502,"HADGB:Haddock"
"1894","HADGB",1956,"Haddock","Melanogrammus aeglefinus",0,222754.437175075,"HADGB:Haddock"
"1895","HADGB",1957,"Haddock","Melanogrammus aeglefinus",0,199177.128950513,"HADGB:Haddock"
"1896","HADGB",1958,"Haddock","Melanogrammus aeglefinus",0,165608.743746074,"HADGB:Haddock"
"1897","HADGB",1959,"Haddock","Melanogrammus aeglefinus",0,159207.69601324,"HADGB:Haddock"
"1898","HADGB",1960,"Haddock","Melanogrammus aeglefinus",40877,193495.348116183,"HADGB:Haddock"
"1899","HADGB",1961,"Haddock","Melanogrammus aeglefinus",46650,215918.011501786,"HADGB:Haddock"
"1900","HADGB",1962,"Haddock","Melanogrammus aeglefinus",54004,196577.587666349,"HADGB:Haddock"
"1901","HADGB",1963,"Haddock","Melanogrammus aeglefinus",54846,218589.602772922,"HADGB:Haddock"
"1902","HADGB",1964,"Haddock","Melanogrammus aeglefinus",64086,259948.993535324,"HADGB:Haddock"
"1903","HADGB",1965,"Haddock","Melanogrammus aeglefinus",150362,414050.286849136,"HADGB:Haddock"
"1904","HADGB",1966,"Haddock","Melanogrammus aeglefinus",121274,377784.892458978,"HADGB:Haddock"
"1905","HADGB",1967,"Haddock","Melanogrammus aeglefinus",51469,303228.579340501,"HADGB:Haddock"
"1906","HADGB",1968,"Haddock","Melanogrammus aeglefinus",40923,305088.942281091,"HADGB:Haddock"
"1907","HADGB",1969,"Haddock","Melanogrammus aeglefinus",22252,268380.551641128,"HADGB:Haddock"
"1908","HADGB",1970,"Haddock","Melanogrammus aeglefinus",11300,217433.236216112,"HADGB:Haddock"
"1909","HADGB",1971,"Haddock","Melanogrammus aeglefinus",10862,231369.336137296,"HADGB:Haddock"
"1910","HADGB",1972,"Haddock","Melanogrammus aeglefinus",5866,207183.076720823,"HADGB:Haddock"
"1911","HADGB",1973,"Haddock","Melanogrammus aeglefinus",5429,197183.729304066,"HADGB:Haddock"
"1912","HADGB",1974,"Haddock","Melanogrammus aeglefinus",4450,158469.875469989,"HADGB:Haddock"
"1913","HADGB",1975,"Haddock","Melanogrammus aeglefinus",5606,138516.660920242,"HADGB:Haddock"
"1914","HADGB",1976,"Haddock","Melanogrammus aeglefinus",4484,101635.592519494,"HADGB:Haddock"
"1915","HADGB",1977,"Haddock","Melanogrammus aeglefinus",10994,92458.6397726614,"HADGB:Haddock"
"1916","HADGB",1978,"Haddock","Melanogrammus aeglefinus",22516,108072.088647407,"HADGB:Haddock"
"1917","HADGB",1979,"Haddock","Melanogrammus aeglefinus",19647,103226.418952831,"HADGB:Haddock"
"1918","HADGB",1980,"Haddock","Melanogrammus aeglefinus",27638,117940.469188835,"HADGB:Haddock"
"1919","HADGB",1981,"Haddock","Melanogrammus aeglefinus",25011,106565.174805392,"HADGB:Haddock"
"1920","HADGB",1982,"Haddock","Melanogrammus aeglefinus",17627,81031.4456701743,"HADGB:Haddock"
"1921","HADGB",1983,"Haddock","Melanogrammus aeglefinus",12009,64124.2119771802,"HADGB:Haddock"
"1922","HADGB",1984,"Haddock","Melanogrammus aeglefinus",10394,55780.5234428895,"HADGB:Haddock"
"1923","HADGB",1985,"Haddock","Melanogrammus aeglefinus",7943,60179.2520495566,"HADGB:Haddock"
"1924","HADGB",1986,"Haddock","Melanogrammus aeglefinus",6846,66479.0660147461,"HADGB:Haddock"
"1925","HADGB",1987,"Haddock","Melanogrammus aeglefinus",6997,46624.2577670632,"HADGB:Haddock"
"1926","HADGB",1988,"Haddock","Melanogrammus aeglefinus",6689,45581.3635349118,"HADGB:Haddock"
"1927","HADGB",1989,"Haddock","Melanogrammus aeglefinus",4915,37459.8214327073,"HADGB:Haddock"
"1928","HADGB",1990,"Haddock","Melanogrammus aeglefinus",5574,33296.6363224635,"HADGB:Haddock"
"1929","HADGB",1991,"Haddock","Melanogrammus aeglefinus",6997,30825.3251859151,"HADGB:Haddock"
"1930","HADGB",1992,"Haddock","Melanogrammus aeglefinus",6244,31366.7736516794,"HADGB:Haddock"
"1931","HADGB",1993,"Haddock","Melanogrammus aeglefinus",4668,20442.4259565566,"HADGB:Haddock"
"1932","HADGB",1994,"Haddock","Melanogrammus aeglefinus",4827,10097.848973134,"HADGB:Haddock"
"1933","HADGB",1995,"Haddock","Melanogrammus aeglefinus",2442,11774.1974926609,"HADGB:Haddock"
"1934","HADGB",1996,"Haddock","Melanogrammus aeglefinus",4131,15428.2758890351,"HADGB:Haddock"
"1935","HADGB",1997,"Haddock","Melanogrammus aeglefinus",3833,14347.3173902556,"HADGB:Haddock"
"1936","HADGB",1998,"Haddock","Melanogrammus aeglefinus",5665,17097.8973403398,"HADGB:Haddock"
"1937","HADGB",1999,"Haddock","Melanogrammus aeglefinus",6357,15805.0166780267,"HADGB:Haddock"
"1938","HADGB",2000,"Haddock","Melanogrammus aeglefinus",8711,19781.6687189416,"HADGB:Haddock"
"1939","HADGB",2001,"Haddock","Melanogrammus aeglefinus",11788,26947.8184774835,"HADGB:Haddock"
"1940","HADGB",2002,"Haddock","Melanogrammus aeglefinus",13258,28132.6748022325,"HADGB:Haddock"
"1941","HADGB",2003,"Haddock","Melanogrammus aeglefinus",12827,28265.2924349245,"HADGB:Haddock"
"1942","HADGB",2004,"Haddock","Melanogrammus aeglefinus",18253,30906.262278006,"HADGB:Haddock"
"1943","HADGB",2005,"Haddock","Melanogrammus aeglefinus",21814,34539.8140749901,"HADGB:Haddock"
"1944","HADGB",2006,"Haddock","Melanogrammus aeglefinus",15989,24847.0475404468,"HADGB:Haddock"
"1945","HADGB",2007,"Haddock","Melanogrammus aeglefinus",16815,26937.909056956,"HADGB:Haddock"
"1946","HADGB",2008,"Haddock","Melanogrammus aeglefinus",21021,31078.5402577085,"HADGB:Haddock"
"1947","HADGB",2009,"Haddock","Melanogrammus aeglefinus",23126,33528.2300960219,"HADGB:Haddock"
"1948","HADGB",2010,"Haddock","Melanogrammus aeglefinus",25903,37678.5811816791,"HADGB:Haddock"
"1949","LINGCODNPCOAST",1950,"Lingcod","Ophiodon elongatus",0,7556.05982407797,"LINGCODNPCOAST:Lingcod"
"1950","LINGCODNPCOAST",1951,"Lingcod","Ophiodon elongatus",0,7530.21862033373,"LINGCODNPCOAST:Lingcod"
"1951","LINGCODNPCOAST",1952,"Lingcod","Ophiodon elongatus",0,5973.41350692457,"LINGCODNPCOAST:Lingcod"
"1952","LINGCODNPCOAST",1953,"Lingcod","Ophiodon elongatus",0,4252.44723586699,"LINGCODNPCOAST:Lingcod"
"1953","LINGCODNPCOAST",1954,"Lingcod","Ophiodon elongatus",0,5575.44254018277,"LINGCODNPCOAST:Lingcod"
"1954","LINGCODNPCOAST",1955,"Lingcod","Ophiodon elongatus",0,5911.84931191528,"LINGCODNPCOAST:Lingcod"
"1955","LINGCODNPCOAST",1956,"Lingcod","Ophiodon elongatus",0,6686.13449474419,"LINGCODNPCOAST:Lingcod"
"1956","LINGCODNPCOAST",1957,"Lingcod","Ophiodon elongatus",0,6691.00773510788,"LINGCODNPCOAST:Lingcod"
"1957","LINGCODNPCOAST",1958,"Lingcod","Ophiodon elongatus",0,6250.30270899045,"LINGCODNPCOAST:Lingcod"
"1958","LINGCODNPCOAST",1959,"Lingcod","Ophiodon elongatus",0,6963.74073796847,"LINGCODNPCOAST:Lingcod"
"1959","LINGCODNPCOAST",1960,"Lingcod","Ophiodon elongatus",0,7576.72775633535,"LINGCODNPCOAST:Lingcod"
"1960","LINGCODNPCOAST",1961,"Lingcod","Ophiodon elongatus",0,7594.42019869335,"LINGCODNPCOAST:Lingcod"
"1961","LINGCODNPCOAST",1962,"Lingcod","Ophiodon elongatus",0,6708.4374812561,"LINGCODNPCOAST:Lingcod"
"1962","LINGCODNPCOAST",1963,"Lingcod","Ophiodon elongatus",0,5073.43427314795,"LINGCODNPCOAST:Lingcod"
"1963","LINGCODNPCOAST",1964,"Lingcod","Ophiodon elongatus",0,5907.54806717474,"LINGCODNPCOAST:Lingcod"
"1964","LINGCODNPCOAST",1965,"Lingcod","Ophiodon elongatus",0,7668.89634192591,"LINGCODNPCOAST:Lingcod"
"1965","LINGCODNPCOAST",1966,"Lingcod","Ophiodon elongatus",0,8730.14692824745,"LINGCODNPCOAST:Lingcod"
"1966","LINGCODNPCOAST",1967,"Lingcod","Ophiodon elongatus",0,9075.8634153177,"LINGCODNPCOAST:Lingcod"
"1967","LINGCODNPCOAST",1968,"Lingcod","Ophiodon elongatus",0,10357.5694039395,"LINGCODNPCOAST:Lingcod"
"1968","LINGCODNPCOAST",1969,"Lingcod","Ophiodon elongatus",0,7823.42051120619,"LINGCODNPCOAST:Lingcod"
"1969","LINGCODNPCOAST",1970,"Lingcod","Ophiodon elongatus",0,7139.25392391071,"LINGCODNPCOAST:Lingcod"
"1970","LINGCODNPCOAST",1971,"Lingcod","Ophiodon elongatus",0,6592.18125931978,"LINGCODNPCOAST:Lingcod"
"1971","LINGCODNPCOAST",1972,"Lingcod","Ophiodon elongatus",0,5682.99976309776,"LINGCODNPCOAST:Lingcod"
"1972","LINGCODNPCOAST",1973,"Lingcod","Ophiodon elongatus",0,6050.1295199455,"LINGCODNPCOAST:Lingcod"
"1973","LINGCODNPCOAST",1974,"Lingcod","Ophiodon elongatus",0,6768.11596591883,"LINGCODNPCOAST:Lingcod"
"1974","LINGCODNPCOAST",1975,"Lingcod","Ophiodon elongatus",0,7635.34151827514,"LINGCODNPCOAST:Lingcod"
"1975","LINGCODNPCOAST",1976,"Lingcod","Ophiodon elongatus",0,6481.47574875055,"LINGCODNPCOAST:Lingcod"
"1976","LINGCODNPCOAST",1977,"Lingcod","Ophiodon elongatus",0,6078.40369822914,"LINGCODNPCOAST:Lingcod"
"1977","LINGCODNPCOAST",1978,"Lingcod","Ophiodon elongatus",0,5263.11142855523,"LINGCODNPCOAST:Lingcod"
"1978","LINGCODNPCOAST",1979,"Lingcod","Ophiodon elongatus",0,6449.61295434391,"LINGCODNPCOAST:Lingcod"
"1979","LINGCODNPCOAST",1980,"Lingcod","Ophiodon elongatus",0,6144.6509810503,"LINGCODNPCOAST:Lingcod"
"1980","LINGCODNPCOAST",1981,"Lingcod","Ophiodon elongatus",0,7404.5470945696,"LINGCODNPCOAST:Lingcod"
"1981","LINGCODNPCOAST",1982,"Lingcod","Ophiodon elongatus",0,12168.8436522603,"LINGCODNPCOAST:Lingcod"
"1982","LINGCODNPCOAST",1983,"Lingcod","Ophiodon elongatus",0,11731.6234162152,"LINGCODNPCOAST:Lingcod"
"1983","LINGCODNPCOAST",1984,"Lingcod","Ophiodon elongatus",0,11931.9313320681,"LINGCODNPCOAST:Lingcod"
"1984","LINGCODNPCOAST",1985,"Lingcod","Ophiodon elongatus",0,15808.6993059917,"LINGCODNPCOAST:Lingcod"
"1985","LINGCODNPCOAST",1986,"Lingcod","Ophiodon elongatus",0,10433.3660958028,"LINGCODNPCOAST:Lingcod"
"1986","LINGCODNPCOAST",1987,"Lingcod","Ophiodon elongatus",0,10317.7914318534,"LINGCODNPCOAST:Lingcod"
"1987","LINGCODNPCOAST",1988,"Lingcod","Ophiodon elongatus",0,10452.5634434817,"LINGCODNPCOAST:Lingcod"
"1988","LINGCODNPCOAST",1989,"Lingcod","Ophiodon elongatus",0,11810.0262796538,"LINGCODNPCOAST:Lingcod"
"1989","LINGCODNPCOAST",1990,"Lingcod","Ophiodon elongatus",0,13152.9106128261,"LINGCODNPCOAST:Lingcod"
"1990","LINGCODNPCOAST",1991,"Lingcod","Ophiodon elongatus",0,14506.3896700267,"LINGCODNPCOAST:Lingcod"
"1991","LINGCODNPCOAST",1992,"Lingcod","Ophiodon elongatus",0,11417.2512004939,"LINGCODNPCOAST:Lingcod"
"1992","LINGCODNPCOAST",1993,"Lingcod","Ophiodon elongatus",0,13371.2888532697,"LINGCODNPCOAST:Lingcod"
"1993","LINGCODNPCOAST",1994,"Lingcod","Ophiodon elongatus",0,10981.2543758552,"LINGCODNPCOAST:Lingcod"
"1994","LINGCODNPCOAST",1995,"Lingcod","Ophiodon elongatus",0,9521.82892719606,"LINGCODNPCOAST:Lingcod"
"1995","LINGCODNPCOAST",1996,"Lingcod","Ophiodon elongatus",0,10034.4997330507,"LINGCODNPCOAST:Lingcod"
"1996","LINGCODNPCOAST",1997,"Lingcod","Ophiodon elongatus",0,7288.22961860373,"LINGCODNPCOAST:Lingcod"
"1997","LINGCODNPCOAST",1998,"Lingcod","Ophiodon elongatus",0,5265.47097468069,"LINGCODNPCOAST:Lingcod"
