"am_sid","iucn_sid","sciname","parent_sid","subpop_sid","spp_group","category","trend"
"Fis-26340",177975,"Naso minor",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-26414",187679,"Coris picta",NA,NA,"WRASSES","LC","Stable"
"Fis-26417",193607,"Arothron manilensis",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26418",193805,"Arothron immaculatus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26483",132776,"Plectropomus oligacanthus",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-26494",132826,"Epinephelus bleekeri",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-26498",61337,"Epinephelus daemelii",NA,NA,"GROUPERS","NT","Unknown"
"Fis-26499",132777,"Epinephelus diacanthus",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-26503",132726,"Epinephelus flavocaeruleus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26504",132829,"Epinephelus howlandi",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26507",132748,"Epinephelus longispinis",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26508",132756,"Epinephelus miliaris",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26509",132740,"Epinephelus multinotatus",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-26510",132802,"Epinephelus poecilonotus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26511",132755,"Epinephelus radiatus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26512",132731,"Epinephelus socialis",NA,NA,"GROUPERS","NT","Decreasing"
"Fis-26517",64412,"Plectropomus laevis",NA,NA,"GROUPERS","VU","Decreasing"
"Fis-26518",132790,"Triso dermopterus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-26564",193650,"Colomesus psittacus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26594",48342482,"Istiblennius dussumieri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-26596",172487,"Omobranchus punctatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-26598",48342174,"Mimoblennius atrocinctus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-26618",178005,"Zebrasoma gemmatum",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-26619",186106,"Acantholabrus palloni",NA,NA,"WRASSES","LC","Unknown"
"Fis-26624",185165,"Coryphoblennius galerita",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-26631",48342317,"Ecsenius namiyei",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-26660",187690,"Bodianus leucosticticus",NA,NA,"WRASSES","LC","Unknown"
"Fis-26672",187781,"Bodianus perditio",NA,NA,"WRASSES","LC","Unknown"
"Fis-26673",187664,"Coris formosa",NA,NA,"WRASSES","LC","Unknown"
"Fis-26687",187711,"Thalassoma duperrey",NA,NA,"WRASSES","LC","Stable"
"Fis-26688",187601,"Thalassoma ballieui",NA,NA,"WRASSES","LC","Unknown"
"Fis-26699",165719,"Hemitaurichthys zoster",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-26709",187799,"Stethojulis balteata",NA,NA,"WRASSES","LC","Unknown"
"Fis-26711",48342177,"Entomacrodus marmoratus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-26717",193675,"Canthigaster amboinensis",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26721",193663,"Canthigaster jactator",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26722",193749,"Canthigaster coronata",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26723",193733,"Canthigaster epilampra",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26728",193671,"Arothron mappa",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26749",165661,"Parachaetodon ocellatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-26756",165873,"Pomacanthus annularis",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26757",165833,"Pomacanthus maculosus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26760",190733,"Hipposcarus harid",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-26761",190766,"Scarus caudofasciatus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-26762",190722,"Scarus falcipinnis",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-26763",154971,"Scarus viridifucatus",NA,NA,"PARROTFISH","LC","Stable"
"Fis-26772",170216,"Crenidens crenidens",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-26774",170248,"Polyamblyodon germanum",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-26804",187779,"Thalassoma hebraicum",NA,NA,"WRASSES","LC","Unknown"
"Fis-26806",187684,"Pteragogus flagellifer",NA,NA,"WRASSES","LC","Unknown"
"Fis-26807",187795,"Pteragogus taeniops",NA,NA,"WRASSES","LC","Unknown"
"Fis-26808",187632,"Stethojulis albovittata",NA,NA,"WRASSES","LC","Unknown"
"Fis-26809",155006,"Coris caudimacula",NA,NA,"WRASSES","LC","Unknown"
"Fis-26820",48342312,"Omobranchus elongatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-26821",46079226,"Antennablennius bifilum",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-26835",170222,"Diplodus bellottii",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-26839",193717,"Lagocephalus inermis",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26842",193747,"Amblyrhynchotes honckenii",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26843",193769,"Tylerius spinosissimus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26853",47137515,"Calamus taurinus",NA,NA,"SEABREAMS_PORGIES","NT","Unknown"
"Fis-26854",59034974,"Evynnis cardinalis",NA,NA,"SEABREAMS_PORGIES","EN","Decreasing"
"Fis-26855",170257,"Acanthopagrus australis",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-26858",170214,"Diplodus noct",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-26883",170165,"Rhabdosargus haffara",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-26889",193622,"Lagocephalus spadiceus",NA,NA,"PUFFERFISH","LC","Decreasing"
"Fis-26898",132750,"Epinephelus labriformis",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-26899",193612,"Takifugu rubripes",NA,NA,"PUFFERFISH","NT","Decreasing"
"Fis-26901",14051,"Mycteroperca olfax",NA,NA,"GROUPERS","VU","Unknown"
"Fis-26904",183822,"Halichoeres dispilus",NA,NA,"WRASSES","LC","Stable"
"Fis-26922",183397,"Abudefduf troschelii",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-26935",193664,"Lagocephalus lunaris",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26938",183425,"Hypsoblennius brevipinnis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-26939",183624,"Bodianus diplotaenia",NA,NA,"WRASSES","LC","Stable"
"Fis-26941",183539,"Bodianus eclancheri",NA,NA,"WRASSES","LC","Unknown"
"Fis-26952",193810,"Takifugu oblongus",NA,NA,"PUFFERFISH","LC","Decreasing"
"Fis-26955",193621,"Torquigener hypselogeneion",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-26970",132822,"Paranthias colonus",NA,NA,"GROUPERS","LC","Stable"
"Fis-26971",165889,"Pomacanthus zonipectus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-26972",155076,"Halichoeres notospilus",NA,NA,"WRASSES","LC","Stable"
"Fis-27124",165843,"Genicanthus melanospilos",NA,NA,"ANGELFISH","LC","Stable"
"Fis-27125",165872,"Genicanthus watanabei",NA,NA,"ANGELFISH","LC","Stable"
"Fis-27126",196016,"Eptatretus burgeri",NA,NA,"hagfishes","NT","Decreasing"
"Fis-27127",196026,"Eptatretus hexatrema",NA,NA,"hagfishes","LC","Unknown"
"Fis-27135",132764,"Alphestes afer",NA,NA,"GROUPERS","LC","Unknown"
"Fis-27136",132809,"Alphestes multiguttatus",NA,NA,"GROUPERS","LC","Unknown"
"Fis-27163",132733,"Cephalopholis panamensis",NA,NA,"GROUPERS","LC","Stable"
"Fis-27186",132806,"Cephalopholis fulva",NA,NA,"GROUPERS","LC","Decreasing"
"Fis-27319",132767,"Dermatolepis dermatolepis",NA,NA,"GROUPERS","LC","Unknown"
"Fis-27320",187522,"Symphodus bailloni",NA,NA,"WRASSES","LC","Unknown"
"Fis-27330",185180,"Lipophrys pholis",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-27331",132742,"Cephalopholis nigri",NA,NA,"GROUPERS","LC","Unknown"
"Fis-27342",155083,"Centropyge acanthops",NA,NA,"ANGELFISH","LC","Stable"
"Fis-27382",132830,"Mycteroperca acutirostris",NA,NA,"GROUPERS","LC","Stable"
"Fis-27393",14053,"Mycteroperca rosacea",NA,NA,"GROUPERS","VU","Decreasing"
"Fis-27746",165720,"Chelmonops truncatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-27753",193598,"Takifugu vermicularis",NA,NA,"PUFFERFISH","NT","Decreasing"
"Fis-27817",165850,"Chaetodontoplus melanosoma",NA,NA,"ANGELFISH","LC","Stable"
"Fis-27838",187419,"Choerodon zamboangae",NA,NA,"WRASSES","LC","Unknown"
"Fis-27843",21994,"Torquigener brevipinnis",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-27845",187797,"Leptojulis cyanopleura",NA,NA,"WRASSES","LC","Unknown"
"Fis-27908",154915,"Teixeirichthys jordani",NA,NA,"DAMSELFISH","LC","Stable"
"Fis-27945",165857,"Chaetodontoplus duboulayi",NA,NA,"ANGELFISH","LC","Stable"
"Fis-27948",165881,"Chaetodontoplus personifer",NA,NA,"ANGELFISH","LC","Stable"
"Fis-27963",187430,"Choerodon cephalotes",NA,NA,"WRASSES","LC","Unknown"
"Fis-28014",165853,"Apolemichthys xanthotis",NA,NA,"ANGELFISH","LC","Stable"
"Fis-28015",165844,"Apolemichthys xanthurus",NA,NA,"ANGELFISH","LC","Unknown"
"Fis-28063",165882,"Chaetodontoplus septentrionalis",NA,NA,"ANGELFISH","LC","Stable"
"Fis-28065",165845,"Genicanthus caudovittatus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-28077",165856,"Genicanthus semifasciatus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-28087",165839,"Pomacanthus asfur",NA,NA,"ANGELFISH","LC","Stable"
"Fis-28090",165831,"Pomacanthus chrysurus",NA,NA,"ANGELFISH","LC","Stable"
"Fis-28092",193677,"Feroxodon multistriatus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-28123",194299,"Albula glossodonta",NA,NA,"BONEFISH_TARPONS","VU","Decreasing"
"Fis-28151",187688,"Pseudocoris heteroptera",NA,NA,"WRASSES","LC","Unknown"
"Fis-28169",193782,"Torquigener whitleyi",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-28205",183483,"Abudefduf concolor",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-28282",154920,"Chrysiptera flavipinnis",NA,NA,"DAMSELFISH","LC","Stable"
"Fis-28312",178009,"Zebrasoma xanthurum",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-28456",165633,"Johnrandallia nigrirostris",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-28514",183472,"Microspathodon bairdii",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-28516",183825,"Microspathodon dorsalis",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-28522",183789,"Nexilosus latifrons",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-28527",183431,"Stegastes acapulcoensis",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-28528",183530,"Stegastes arcifrons",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-28529",183747,"Stegastes flavilatus",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-28532",183586,"Stegastes rectifraenum",NA,NA,"DAMSELFISH","LC","Unknown"
"Fis-28538",165682,"Amphichaetodon howensis",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-28580",187673,"Halichoeres hortulanus",NA,NA,"WRASSES","LC","Unknown"
"Fis-28592",190761,"Scarus hypselopterus",NA,NA,"PARROTFISH","NT","Unknown"
"Fis-28602",187511,"Choerodon fasciatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-28609",187744,"Bodianus loxozonus",NA,NA,"WRASSES","LC","Unknown"
"Fis-28618",193709,"Canthigaster callisterna",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-28622",193655,"Canthigaster margaritata",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-28623",187618,"Cheilinus lunulatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-28625",46080101,"Plagiotremus townsendi",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-28627",155238,"Halichoeres binotopsis",NA,NA,"WRASSES","LC","Unknown"
"Fis-28631",154701,"Pseudolabrus luculentus",NA,NA,"WRASSES","LC","Unknown"
"Fis-28640",190676,"Neoodax balteatus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-28641",190674,"Haletta semifasciata",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-28644",190682,"Siphonognathus attenuatus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-28645",154780,"Siphonognathus beddomei",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-28647",190683,"Siphonognathus radiatus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-28707",155079,"Torquigener tuberculiferus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-28736",190710,"Sparisoma cretense",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-28743",187553,"Bodianus vulpinus",NA,NA,"WRASSES","LC","Unknown"
"Fis-28744",187777,"Polylepion russelli",NA,NA,"WRASSES","LC","Unknown"
"Fis-28752",187406,"Hologymnosus longipes",NA,NA,"WRASSES","LC","Unknown"
"Fis-28762",21343,"Takifugu xanthopterus",NA,NA,"PUFFERFISH","LC","Decreasing"
"Fis-28765",21341,"Takifugu niphobles",NA,NA,"PUFFERFISH","LC","Decreasing"
"Fis-28768",193693,"Takifugu pardalis",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-28917",183275,"Scartichthys gigas",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-28967",48342394,"Petroscirtes lupus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-28968",48342160,"Enchelyurus ater",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-28969",155099,"Omobranchus anolius",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-28971",48342442,"Istiblennius meleagris",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-28988",187495,"Bodianus scrofa",NA,NA,"WRASSES","VU","Decreasing"
"Fis-28996",183731,"Halichoeres melanotis",NA,NA,"WRASSES","LC","Stable"
"Fis-28997",184035,"Halichoeres nicholsi",NA,NA,"WRASSES","LC","Stable"
"Fis-28998",154954,"Thalassoma lucasanum",NA,NA,"WRASSES","LC","Stable"
"Fis-29078",183341,"Canthigaster punctatissima",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-29116",187683,"Bodianus macrognathos",NA,NA,"WRASSES","LC","Unknown"
"Fis-29117",187648,"Bodianus macrourus",NA,NA,"WRASSES","LC","Unknown"
"Fis-29141",187520,"Achoerodus gouldii",NA,NA,"WRASSES","VU","Decreasing"
"Fis-29188",193822,"Arothron firmamentum",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-29189",193676,"Omegophora armilla",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-29190",193636,"Torquigener pleurogramma",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-29194",170189,"Acanthopagrus butcheri",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-29260",177985,"Acanthurus bahianus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-29261",177953,"Acanthurus coeruleus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-29265",170349,"Allothunnus fallai",NA,NA,"Tunas_and_billfishes1","LC","Stable"
"Fis-29304",185126,"Blennius ocellaris",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-29358",170350,"Coryphaena equiselis",NA,NA,"Tunas_and_billfishes1","LC","Stable"
"Fis-29364",170158,"Dentex angolensis",NA,NA,"SEABREAMS_PORGIES","NT","Unknown"
"Fis-29369",191822,"Elops saurus",NA,NA,"BONEFISH_TARPONS","LC","Stable"
"Fis-29391",170320,"Euthynnus lineatus",NA,NA,"Tunas_and_billfishes1","LC","Stable"
"Fis-29402",170340,"Gasterochisma melampus",NA,NA,"Tunas_and_billfishes1","LC","Unknown"
"Fis-29425",187398,"Labrus bergylta",NA,NA,"WRASSES","LC","Unknown"
"Fis-29447",170314,"Makaira nigricans",NA,NA,"Tunas_and_billfishes1","VU","Decreasing"
"Fis-29463",170162,"Pagellus bellottii",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-29506",170329,"Scomber australasicus",NA,NA,"Tunas_and_billfishes1","LC","Stable"
"Fis-29507",170306,"Scomber japonicus",NA,NA,"Tunas_and_billfishes2","LC","Stable"
"Fis-29508",170354,"Scomber scombrus",NA,NA,"Tunas_and_billfishes2","LC","Decreasing"
"Fis-29509",170335,"Scomberomorus brasiliensis",NA,NA,"Tunas_and_billfishes2","LC","Decreasing"
"Fis-29510",170330,"Scomberomorus munroi",NA,NA,"Tunas_and_billfishes2","NT","Decreasing"
"Fis-29512",154946,"Scomberomorus queenslandicus",NA,NA,"Tunas_and_billfishes2","LC","Unknown"
"Fis-29513",170325,"Scomberomorus sierra",NA,NA,"Tunas_and_billfishes2","LC","Stable"
"Fis-29576",23148,"Xiphias gladius",NA,23149,"Tunas_and_billfishes2","LC","Decreasing"
"Fis-29576",23149,"Xiphias gladius",23148,NA,"Tunas_and_billfishes2","EN",NA
"Fis-29578",177967,"Acanthurus mata",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-29579",177981,"Acanthurus dussumieri",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-29580",178000,"Acanthurus leucosternon",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-29581",178023,"Acanthurus monroviae",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-29584",177989,"Acanthurus xanthopterus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-29746",155180,"Calamus cervigoni",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-29747",170233,"Calamus leucosteus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-29748",170178,"Calamus nodosus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-29749",170182,"Calamus proridens",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-29799",46104027,"Chasmodes saburrae",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-29875",190757,"Cryptotomus roseus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-29951",46104049,"Entomacrodus nigricans",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-29953",7854,"Epinephelus drummondhayi",NA,NA,"GROUPERS","CR","Unknown"
"Fis-30092",154697,"Xyrichtys martinicensis",NA,NA,"WRASSES","LC","Unknown"
"Fis-30093",187670,"Xyrichtys splendens",NA,NA,"WRASSES","LC","Unknown"
"Fis-30117",165832,"Holacanthus bermudensis",NA,NA,"ANGELFISH","LC","Stable"
"Fis-30136",46104061,"Hypleurochilus springeri",NA,NA,"COMBTOOTHBLENNIES","LC","Unknown"
"Fis-30327",132729,"Mycteroperca phenax",NA,NA,"GROUPERS","LC","Stable"
"Fis-30328",132811,"Mycteroperca xenarcha",NA,NA,"GROUPERS","LC","Unknown"
"Fis-30336",196057,"Myxine glutinosa",NA,NA,"hagfishes","LC","Unknown"
"Fis-30607",19950,"Scarus guacamaia",NA,NA,"PARROTFISH","NT","Decreasing"
"Fis-30608",190750,"Scarus taeniopterus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-30609",190698,"Scarus vetula",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-30665",190729,"Sparisoma aurofrenatum",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-30675",170180,"Stenotomus caprinus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-30713",170334,"Tetrapturus belone",NA,NA,"Tunas_and_billfishes2","LC","Stable"
"Fis-30892",193759,"Sphoeroides dorsalis",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-30893",193611,"Sphoeroides parvus",NA,NA,"PUFFERFISH","LC","Unknown"
"Fis-30911",177960,"Acanthurus achilles",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-30944",48342105,"Cirripectes auritus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-30945",48342303,"Cirripectes chelomatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-30946",48342117,"Cirripectes fuscoguttatus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-30947",48342182,"Cirripectes gilberti",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-30949",48342352,"Cirripectes imitator",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-30952",48342274,"Cirripectes perustus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-30954",48342425,"Cirripectes springeri",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-30955",48342210,"Cirripectes stigmaticus",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-30957",187588,"Suezichthys aylingi",NA,NA,"WRASSES","LC","Unknown"
"Fis-30960",187813,"Suezichthys arquatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-31009",170166,"Dentex maroccanus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-31010",170192,"Dentex canariensis",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-31025",187541,"Labrus merula",NA,NA,"WRASSES","LC","Stable"
"Fis-31047",155250,"Dentex congoensis",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-31078",177995,"Acanthurus guttatus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-31079",177999,"Acanthurus nigroris",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-31081",178022,"Acanthurus pyroferus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-31082",177991,"Acanthurus olivaceus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-31084",178017,"Acanthurus nigricauda",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-31084",154818,"Acanthurus nigricauda",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-31085",177974,"Acanthurus auranticavus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-31086",178006,"Acanthurus grammoptilus",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Unknown"
"Fis-31087",177971,"Acanthurus blochii",NA,NA,"SURGEONFISH_TANGS_UNICORNFISH","LC","Stable"
"Fis-31113",187393,"Paracheilinus mccoskeri",NA,NA,"WRASSES","LC","Unknown"
"Fis-31115",187403,"Paracheilinus filamentosus",NA,NA,"WRASSES","LC","Unknown"
"Fis-31123",187624,"Halichoeres chrysus",NA,NA,"WRASSES","LC","Unknown"
"Fis-31125",187702,"Labropsis alleni",NA,NA,"WRASSES","LC","Unknown"
"Fis-31127",187497,"Labropsis xanthonota",NA,NA,"WRASSES","LC","Unknown"
"Fis-31129",187675,"Labropsis australis",NA,NA,"WRASSES","LC","Unknown"
"Fis-31132",187716,"Anampses caeruleopunctatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-31133",187723,"Anampses meleagrides",NA,NA,"WRASSES","LC","Stable"
"Fis-31134",187759,"Anampses neoguinaicus",NA,NA,"WRASSES","LC","Stable"
"Fis-31135",187710,"Anampses geographicus",NA,NA,"WRASSES","LC","Stable"
"Fis-31136",187808,"Anampses femininus",NA,NA,"WRASSES","LC","Stable"
"Fis-31137",187784,"Anampses twistii",NA,NA,"WRASSES","LC","Stable"
"Fis-31145",187567,"Anampses lennardi",NA,NA,"WRASSES","LC","Stable"
"Fis-31146",187453,"Anampses elegans",NA,NA,"WRASSES","LC","Stable"
"Fis-31150",132788,"Epinephelus merra",NA,NA,"GROUPERS","LC","Stable"
"Fis-31165",182549,"Elops lacerta",NA,NA,"BONEFISH_TARPONS","LC","Unknown"
"Fis-31171",190769,"Scarus longipinnis",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-31212",165700,"Chaetodon hoefleri",NA,NA,"BUTTERFLYFISH","LC","Unknown"
"Fis-31224",170220,"Pagrus auriga",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-31225",170241,"Pagrus africanus",NA,NA,"SEABREAMS_PORGIES","LC","Unknown"
"Fis-31232",185183,"Blennius normani",NA,NA,"COMBTOOTHBLENNIES","LC","Stable"
"Fis-31238",187394,"Coris pictoides",NA,NA,"WRASSES","LC","Unknown"
"Fis-31248",165721,"Chaetodon miliaris",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31391",165628,"Chaetodon kleinii",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31399",165664,"Chaetodon oxycephalus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31407",187638,"Bodianus bimaculatus",NA,NA,"WRASSES","LC","Unknown"
"Fis-31412",44678,"Epinephelus andersoni",NA,NA,"GROUPERS","NT","Unknown"
"Fis-31413",132773,"Epinephelus tukula",NA,NA,"GROUPERS","LC","Unknown"
"Fis-31414",170218,"Boopsoidea inornata",NA,NA,"SEABREAMS_PORGIES","LC","Stable"
"Fis-31416",190707,"Scarus chameleon",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-31417",154677,"Scarus festivus",NA,NA,"PARROTFISH","LC","Stable"
"Fis-31418",190755,"Scarus frenatus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-31420",190705,"Scarus ghobban",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-31422",190740,"Scarus niger",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-31423",154960,"Scarus oviceps",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-31424",190736,"Scarus psittacus",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-31425",190708,"Scarus quoyi",NA,NA,"PARROTFISH","LC","Unknown"
"Fis-31427",165631,"Chaetodon auriga",NA,NA,"BUTTERFLYFISH","LC","Decreasing"
"Fis-31428",165692,"Chaetodon baronessa",NA,NA,"BUTTERFLYFISH","LC","Decreasing"
"Fis-31431",165668,"Chaetodon citrinellus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31432",165681,"Chaetodon ephippium",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31434",165669,"Chaetodon lineolatus",NA,NA,"BUTTERFLYFISH","LC","Stable"
"Fis-31435",165689,"Chaetodon melannotus",NA,NA,"BUTTERFLYFISH","LC","Decreasing"
