"ASD","yr","ScientificName","ct"
"5844a",1996,"Salpidae",6739
"5844a",2000,"Bathyraja spp",62.5
"5844a",2000,"Dissostichus eleginoides",88852.6
"5844a",2000,"Macrourus spp",1776.3
"5844a",2000,"Muraenolepis spp",0.9
"5844a",2001,"Dissostichus eleginoides",4039
"5844a",2001,"Muraenolepis spp",0.1
"5844a",2008,"Antimora rostrata",409.3
"5844a",2008,"Cnidaria",2.969
"5844a",2008,"Dissostichus eleginoides",18448.1
"5844a",2008,"Lithodidae",45.6
"5844a",2008,"Macrourus spp",440.6
"5844a",2008,"Ophiuroidea",0.752
"5844a",2008,"Rajiformes",3.8
"5844a",2010,"Antimora rostrata",118.3
"5844a",2010,"Channichthyidae",1.85
"5844a",2010,"Dissostichus eleginoides",9239.79
"5844a",2010,"Macrourus spp",112.5
"5844a",2010,"Rajiformes",5.5
"5844b",1978,"Dissostichus eleginoides",2000
"5844b",1980,"Dissostichus eleginoides",2000
"5844b",1981,"Dissostichus eleginoides",79000
"5844b",1981,"Notothenia rossii",32000
"5844b",1982,"Dissostichus eleginoides",3500
"5844b",1983,"Dissostichus eleginoides",2000
"5844b",1983,"Notothenia rossii",50000
"5844b",1984,"Dissostichus eleginoides",5000
"5844b",1986,"Dissostichus eleginoides",9000
"5844b",1986,"Notothenia rossii",500
"5844b",1988,"Dissostichus eleginoides",2000
"5844b",1989,"Dissostichus eleginoides",27000
"5844b",1990,"Dissostichus eleginoides",4000
"5844b",1991,"Dissostichus eleginoides",29000
"5844b",2000,"Antimora rostrata",0.8
"5844b",2000,"Dissostichus eleginoides",66533.7
"5844b",2000,"Macrourus spp",12074.7
"5844b",2000,"Muraenolepis spp",0.4
"5844b",2001,"Antimora rostrata",1
"5844b",2001,"Dissostichus eleginoides",4494
"5844b",2001,"Macrourus spp",1
"5844b",2001,"Muraenolepis spp",2
"5844b",2008,"Antimora rostrata",1327.6
"5844b",2008,"Asteroidea",0.366
"5844b",2008,"Cnidaria",11.383
"5844b",2008,"Dissostichus mawsoni",50.8
"5844b",2008,"Halargyreus johnsonii",0.35
"5844b",2008,"Lepidion spp",0.35
"5844b",2008,"Lithodidae",74.15
"5844b",2008,"Macrourus spp",3463.4
"5844b",2008,"Mollusca",0.043
"5844b",2008,"Muraenolepis spp",40.95
"5844b",2008,"Ophiuroidea",1.218
"5844b",2008,"Porifera",0.9
"5844b",2008,"Rajiformes",15.55
"5844b",2010,"Actiniaria",0.55
"5844b",2010,"Antimora rostrata",644.99
"5844b",2010,"Channichthyidae",1.5
"5844b",2010,"Dissostichus eleginoides",49801.86
"5844b",2010,"Macrourus spp",1071.4
"5844b",2010,"Muraenolepis spp",39.5
"5844b",2010,"Pennatulacea",0.6
"5844b",2010,"Porifera",0.6
"5844b",2010,"Rajiformes",421.5
"5844b",2011,"Actiniaria",6
"5844b",2011,"Antimora rostrata",734
"5844b",2011,"Dissostichus eleginoides",35399
"5844b",2011,"Macrourus spp",1629
"5844b",2011,"Muraenolepis spp",22
"5844b",2011,"Pennatulacea",1
"5844b",2011,"Rajiformes",45
"5844b",2011,"Stylasteridae",2
"5844b",2012,"Actiniaria",5.7
"5844b",2012,"Antimora rostrata",703.7
"5844b",2012,"Dissostichus eleginoides",28301.8
"5844b",2012,"Macrourus spp",1832.8
"5844b",2012,"Muraenolepis spp",7.1
"5844b",2012,"Porifera",0.4
"5844b",2012,"Rajiformes",29.3
"585",1977,"Champsocephalus gunnari",332100
"585",1977,"Channichthys rhinoceratus",97700
"585",1977,"Dissostichus eleginoides",14800
"585",1977,"Notothenia rossii",144500
"585",1978,"Champsocephalus gunnari",228000
"585",1978,"Channichthys rhinoceratus",128800
"585",1978,"Dissostichus eleginoides",59500
"585",1978,"Notothenia rossii",638000
"585",1979,"Champsocephalus gunnari",212000
"585",1979,"Channichthys rhinoceratus",4000
"585",1979,"Dissostichus eleginoides",6000
"585",1979,"Notothenia rossii",19000
"585",1980,"Champsocephalus gunnari",1419000
"585",1980,"Channichthys rhinoceratus",4000
"585",1980,"Dissostichus eleginoides",132000
"585",1980,"Notothenia rossii",1723000
"585",1981,"Champsocephalus gunnari",1126000
"585",1981,"Channichthys rhinoceratus",2000
"585",1981,"Dissostichus eleginoides",41000
"585",1981,"Notothenia rossii",10865000
"585",1982,"Champsocephalus gunnari",23582000
"585",1982,"Dissostichus eleginoides",130000
"585",1982,"Notothenia rossii",8193000
"585",1983,"Champsocephalus gunnari",19899000
"585",1983,"Dissostichus eleginoides",145000
"585",1983,"Notothenia rossii",949000
"585",1983,"Rajiformes",1000
"585",1984,"Champsocephalus gunnari",5724000
"585",1984,"Dissostichus eleginoides",4732000
"585",1984,"Notothenia rossii",1495000
"585",1984,"Rajiformes",17000
"585",1985,"Champsocephalus gunnari",19610000
"585",1985,"Dissostichus eleginoides",2455000
"585",1985,"Notothenia rossii",664000
"585",1985,"Rajiformes",7000
"585",1986,"Champsocephalus gunnari",7697000
"585",1986,"Dissostichus eleginoides",2445000
"585",1986,"Notothenia rossii",723000
"585",1987,"Champsocephalus gunnari",636000
"585",1987,"Dissostichus eleginoides",1320000
"585",1987,"Notothenia rossii",429000
"585",1988,"Champsocephalus gunnari",84000
"585",1988,"Notothenia rossii",2000
"5851",1970,"Champsocephalus gunnari",5000
"5851",1971,"Champsocephalus gunnari",17958000
"5851",1972,"Champsocephalus gunnari",18031000
"5851",1973,"Champsocephalus gunnari",4000
"5851",1974,"Champsocephalus gunnari",816000
"5851",1975,"Champsocephalus gunnari",984000
"5851",1976,"Champsocephalus gunnari",11566000
"5851",1977,"Champsocephalus gunnari",38654000
"5851",1978,"Champsocephalus gunnari",11039000
"5851",1988,"Champsocephalus gunnari",14492000
"5851",1988,"Dissostichus eleginoides",892000
"5851",1988,"Notothenia rossii",72000
"5851",1989,"Champsocephalus gunnari",9259000
"5851",1989,"Dissostichus eleginoides",1311000
"5851",1989,"Notothenia rossii",315000
"5851",1990,"Champsocephalus gunnari",104000
"5851",1990,"Dissostichus eleginoides",1243000
"5851",1990,"Notothenia rossii",13000
"5851",1991,"Champsocephalus gunnari",13308100
"5851",1991,"Dissostichus eleginoides",3008000
"5851",1991,"Notothenia rossii",287000
"5851",1991,"Rajiformes",200
"5851",1992,"Champsocephalus gunnari",31000
"5851",1992,"Dissostichus eleginoides",7758000
"5851",1992,"Rajiformes",200
"5851",1993,"Champsocephalus gunnari",12000
"5851",1993,"Dissostichus eleginoides",3597000
"5851",1993,"Notothenia rossii",2000
"5851",1994,"Champsocephalus gunnari",1228000
"5851",1994,"Dissostichus eleginoides",5381000
"5851",1994,"Notothenia rossii",200
"5851",1994,"Rajiformes",2000
"5851",1995,"Champsocephalus gunnari",2708000
"5851",1995,"Channichthys rhinoceratus",1000
"5851",1995,"Dissostichus eleginoides",5596000
"5851",1995,"Rajiformes",294
"5851",1996,"Champsocephalus gunnari",5000
"5851",1996,"Dissostichus eleginoides",4710425
"5851",1996,"Rajiformes",218
"5851",1997,"Champsocephalus gunnari",300
"5851",1997,"Channichthys rhinoceratus",4500
"5851",1997,"Dissostichus eleginoides",5059222
"5851",1997,"Notothenia rossii",700
"5851",1997,"Rajiformes",2000
"5851",1998,"Channichthys rhinoceratus",1000
"5851",1998,"Dissostichus eleginoides",4713900
"5851",1998,"Macrourus spp",12000
"5851",1998,"Rajiformes",20400
"5851",1999,"Channichthys rhinoceratus",700
"5851",1999,"Dissostichus eleginoides",4730310
"5851",1999,"Macrourus spp",30950
"5851",1999,"Notothenia rossii",1400
"5851",1999,"Rajiformes",29130
"5851",2000,"Dissostichus eleginoides",6139279
"5851",2000,"Rajiformes",78031
"5851",2001,"Dissostichus eleginoides",4746662
"5851",2001,"Macrourus spp",89331
"5851",2001,"Rajiformes",106293
"5851",2002,"Dissostichus eleginoides",4153950
"5851",2002,"Macrourus spp",449008
"5851",2002,"Rajiformes",558077
"5851",2003,"Dissostichus eleginoides",5290980
"5851",2003,"Macrourus spp",676640
"5851",2003,"Rajiformes",775970
"5851",2004,"Dissostichus eleginoides",5171079
"5851",2004,"Rajiformes",427825
"5851",2005,"Antimora rostrata",14381.7
"5851",2005,"Dissostichus eleginoides",5073382.2147
"5851",2005,"Macrourus spp",429580.220621
"5851",2005,"Rajiformes",525322.950343
"5851",2006,"Antimora rostrata",30382.9
"5851",2006,"Dissostichus eleginoides",5155950.57011
"5851",2006,"Macrourus spp",521000.5974112
"5851",2006,"Rajiformes",328615.5554484
"5851",2007,"Dissostichus eleginoides",5201153.97903
"5851",2007,"Rajiformes",372436.3670299
"5851",2008,"Antimora rostrata",67983
"5851",2008,"Dissostichus eleginoides",4849623.466
"5851",2008,"Macrourus carinatus",816249.518066
"5851",2008,"Raja spp",352810.5495357
"5851",2008,"Raja taaf",22782.693245
"5851",2009,"Antimora rostrata",45196
"5851",2009,"Dissostichus eleginoides",5237741.6073
"5851",2009,"Macrourus carinatus",973618.325647
"5851",2009,"Raja spp",272998.83640196
"5851",2009,"Raja taaf",141964
"5851",2010,"Antimora rostrata",58583.79
"5851",2010,"Champsocephalus gunnari",1233.99462
"5851",2010,"Dissostichus eleginoides",5150877.97254
"5851",2010,"Macrourus carinatus",884478.377553
"5851",2010,"Raja spp",454987.0358042
"5851",2011,"Antimora rostrata",52099.31
"5851",2011,"Dissostichus eleginoides",5235292.32955
"5851",2011,"Macrourus carinatus",860612.178784
"5851",2011,"Raja spp",437852.9639213
"5851",2012,"Antimora rostrata",26082.0897
"5851",2012,"Dissostichus eleginoides",4898840
"5851",2012,"Macrourus carinatus",687774.5
"5851",2012,"Raja spp",431822.5
"5852",1972,"Champsocephalus gunnari",5860000
"5852",1974,"Champsocephalus gunnari",7525000
"5852",1975,"Champsocephalus gunnari",9710000
"5852",1977,"Champsocephalus gunnari",15201000
"5852",1978,"Champsocephalus gunnari",5166000
"5852",1990,"Champsocephalus gunnari",1868
"5852",1990,"Channichthys rhinoceratus",110
"5852",1990,"Dissostichus eleginoides",1308
"5852",1990,"Myctophidae",4
"5852",1990,"Notothenia rossii",9
"5852",1990,"Nototheniops mizops",3
"5852",1990,"Rajiformes",223
"5852",1992,"Champsocephalus gunnari",4514
"5852",1992,"Channichthys rhinoceratus",332
"5852",1992,"Dissostichus eleginoides",430
"5852",1992,"Myctophidae",29
"5852",1992,"Notothenia rossii",19
"5852",1992,"Rajiformes",609
"5852",1993,"Champsocephalus gunnari",2898
"5852",1993,"Channichthys rhinoceratus",509
"5852",1993,"Myctophidae",12
"5852",1993,"Nototheniops mizops",2
"5852",1993,"Rajiformes",114
"5852",1997,"Antimora rostrata",23
"5852",1997,"Cephalopoda",534
"5852",1997,"Champsocephalus gunnari",226636
"5852",1997,"Channichthys rhinoceratus",3891
"5852",1997,"Elasmobranchii",2025
"5852",1997,"Lamna nasus",1600
"5852",1997,"Macrourus holotrachys",713
"5852",1997,"Medusae",8594
"5852",1997,"Notothenia rossii",1
"5852",1997,"Rajiformes",3178
"5852",1998,"Champsocephalus gunnari",115470
"5852",1998,"Channichthys rhinoceratus",4572
"5852",1998,"Medusae",1941
"5852",1998,"Nototheniidae",3045
"5852",1998,"Porifera",443
"5852",1998,"Rajiformes",3346
"5852",1999,"Champsocephalus gunnari",1648
"5852",1999,"Channichthys rhinoceratus",875
"5852",1999,"Notothenia rossii",16
"5852",1999,"Rajiformes",1701
"5852",1999,"Somniosus pacificus",1000
"5852",2000,"Champsocephalus gunnari",137364
"5852",2000,"Channichthys rhinoceratus",2493
"5852",2001,"Champsocephalus gunnari",1136131
"5852",2001,"Channichthys rhinoceratus",1031
"5852",2002,"Champsocephalus gunnari",865265
"5852",2002,"Channichthys rhinoceratus",2930
"5852",2002,"Lampris immaculatus",96
"5852",2002,"Notothenia rossii",64
"5852",2002,"Somniosus pacificus",2800
"5852",2003,"Antimora rostrata",71
"5852",2003,"Ascidiacea",18
"5852",2003,"Asteroidea",761
"5852",2003,"Bathyraja irrasa",2243
"5852",2003,"Bathyraja maccaini",241
"5852",2003,"Bathyraja murrayi",817
"5852",2003,"Champsocephalus gunnari",2345094
"5852",2003,"Channichthys rhinoceratus",20897.29
"5852",2003,"Cynomacrurus piriei",220.4
"5852",2003,"Loliginidae, Ommastrephidae",42.33
"5852",2003,"Macrouridae",97
"5852",2003,"Macrourus carinatus",525
"5852",2003,"Macrourus holotrachys",667
"5852",2003,"Mancopsetta maculata",0.57
"5852",2003,"Medusae",1772
"5852",2003,"Muraenolepis spp",4.17
"5852",2003,"Notothenia rossii",95
"5852",2003,"Nototheniops mizops",3
"5852",2003,"Octopodidae",25
"5852",2003,"Ophiuroidea",22
"5852",2003,"Porifera",1739.64
"5852",2003,"Somniosus pacificus",2610
"5852",2004,"Actiniaria",594.51
"5852",2004,"Antimora rostrata",1404.4
"5852",2004,"Asteroidea",1776.91
"5852",2004,"Bathydraconidae",0.06
"5852",2004,"Bathylagus spp",0.1
"5852",2004,"Bathyraja irrasa",1853.78
"5852",2004,"Bathyraja maccaini",2
"5852",2004,"Bathyraja murrayi",408.12
"5852",2004,"Bivalvia",0.1
"5852",2004,"Borostomias antarcticus",0.16
"5852",2004,"Cephalopoda",0.01
"5852",2004,"Champsocephalus gunnari",78234.06597
"5852",2004,"Channichthys rhinoceratus",13540.371567189
"5852",2004,"Cnidaria",49.06
"5852",2004,"Cynomacrurus piriei",134
"5852",2004,"Etmopterus spp",10
"5852",2004,"Gymnoscopelus spp",1.3
"5852",2004,"Halargyreus johnsonii",1
"5852",2004,"Loliginidae, Ommastrephidae",63.05
"5852",2004,"Macrourus carinatus",14617
"5852",2004,"Macrourus holotrachys",2001.55
"5852",2004,"Medusae",1412.59
"5852",2004,"Mollusca",2
"5852",2004,"Muraenolepis spp",0.14
"5852",2004,"Myctophidae",0.62
"5852",2004,"Notothenia rossii",31
"5852",2004,"Nototheniops mizops",200
"5852",2004,"Octopodidae",74.43
"5852",2004,"Ophiuroidea",45.49
"5852",2004,"Paradiplospinus gracilis",0.17
"5852",2004,"Pseudochaenichthys georgianus",6
"5852",2004,"Rajiformes",58741
"5852",2004,"Salpidae",1132.49
"5852",2004,"Somniosus pacificus",8352
"5852",2005,"Actiniaria",162
"5852",2005,"Alepocephalus spp",0.5
"5852",2005,"Antimora rostrata",1546.56
"5852",2005,"Ascidiacea",6.2
"5852",2005,"Asteroidea",2134.32
"5852",2005,"Bathylagus antarcticus",0.17
"5852",2005,"Bathyraja irrasa",531
"5852",2005,"Bathyraja murrayi",2173.71
"5852",2005,"Benthalbella elongata",1
"5852",2005,"Bothidae",1
"5852",2005,"Cephalopoda",7
"5852",2005,"Champsocephalus gunnari",1851165
"5852",2005,"Channichthys rhinoceratus",34463.1
"5852",2005,"Chionodraco myersi",0.4
"5852",2005,"Cynomacrurus piriei",1459
"5852",2005,"Dissostichus mawsoni",20
"5852",2005,"Elasmobranchii",520
"5852",2005,"Halargyreus johnsonii",1
"5852",2005,"Lampris immaculatus",107
"5852",2005,"Loligo spp",58.44
"5852",2005,"Macrouridae",0.5
"5852",2005,"Macrourus carinatus",12.07
"5852",2005,"Macrourus holotrachys",720
"5852",2005,"Mancopsetta maculata",3.07
"5852",2005,"Medusae",2374
"5852",2005,"Moroteuthis ingens",13
"5852",2005,"Myctophidae",9
"5852",2005,"Notothenia rossii",28
"5852",2005,"Nototheniops mizops",75.6
"5852",2005,"Octopodidae",70
"5852",2005,"Ophiuroidea",15.139
"5852",2005,"Porifera",1584.19
"5852",2005,"Rajiformes",69697.52
"5852",2005,"Salpidae",3
"5852",2005,"Somniosus pacificus",2082
"5852",2006,"Antimora rostrata",354.29
"5852",2006,"Asteroidea",3497.11
"5852",2006,"Bathyraja irrasa",7803.93
"5852",2006,"Champsocephalus gunnari",659882.305694829
"5852",2006,"Channichthyidae",0.5
"5852",2006,"Channichthys rhinoceratus",32544.919994137
"5852",2006,"Dissostichus mawsoni",58.72
"5852",2006,"Macrourus carinatus",17380.38
"5852",2006,"Macrourus holotrachys",17.89
"5852",2006,"Medusae",980.51
"5852",2006,"Muraenolepis spp",1.38
"5852",2006,"Nototheniidae",71.74
"5852",2006,"Octopodidae",52.24
"5852",2006,"Paralomis aculeata",6.67
"5852",2006,"Rajiformes",8293.85
"5852",2006,"Somniosus pacificus",1.11
"5852",2007,"Actiniaria",21.56
"5852",2007,"Antimora rostrata",258.71
"5852",2007,"Asteroidea",1116.25
"5852",2007,"Bathyraja irrasa",2027.55999985
"5852",2007,"Bathyraja murrayi",935.93999979
"5852",2007,"Bothidae",3.200000048
"5852",2007,"Champsocephalus gunnari",837.39
"5852",2007,"Channichthys rhinoceratus",15340.420000004
"5852",2007,"Medusae",857.28
"5852",2007,"Mollusca",0.25
"5852",2007,"Muraenolepis spp",4.36
"5852",2007,"Nototheniidae",36.3
"5852",2007,"Octopodidae",65.409999982
"5852",2007,"Porifera",295.33
"5852",2007,"Raja georgiana",4520.57
"5852",2007,"Rajiformes",3625.14
"5852",2007,"Somniosus pacificus",1842
"5852",2008,"Actiniaria",180.4
"5852",2008,"Antimora rostrata",667.67
"5852",2008,"Asteroidea",2887.15
"5852",2008,"Bathyraja irrasa",9812.37
"5852",2008,"Bathyraja murrayi",936.31
"5852",2008,"Champsocephalus gunnari",198646.96
"5852",2008,"Channichthyidae",25.5
"5852",2008,"Channichthys rhinoceratus",37390.498
"5852",2008,"Macrourus carinatus",198.28
"5852",2008,"Macrourus holotrachys",2481.28
"5852",2008,"Muraenolepis spp",2.66
"5852",2008,"Nototheniidae",10.85
"5852",2008,"Octopodidae",32
"5852",2008,"Porifera",2302.45
"5852",2008,"Rajiformes",3403.23
"5852",2008,"Salpidae",20
"5852",2009,"Actiniaria",101.616
"5852",2009,"Alepocephalus spp",1.31
"5852",2009,"Antimora rostrata",4835.56
"5852",2009,"Ascidiacea",72.597
"5852",2009,"Asteroidea",2845.257
"5852",2009,"Bathydraconidae",0.08
"5852",2009,"Bathylagus antarcticus",1.74
"5852",2009,"Bathylagus spp",0.12
"5852",2009,"Bathyraja irrasa",1413.668
"5852",2009,"Bothidae",9.074
"5852",2009,"Champsocephalus gunnari",82637.91
"5852",2009,"Channichthyidae",3.222
"5852",2009,"Channichthys rhinoceratus",50764.969
"5852",2009,"Cynomacrurus piriei",0.14
"5852",2009,"Etmopterus spp",50.91
"5852",2009,"Genypterus spp",21
"5852",2009,"Halargyreus johnsonii",0.26
"5852",2009,"Icichthys australis",5.029
"5852",2009,"Lampris immaculatus",92
"5852",2009,"Lithodidae",7.46
"5852",2009,"Melanostigma spp",0.12
"5852",2009,"Muraenolepis spp",18.16
"5852",2009,"Myctophidae",1.476
"5852",2009,"Nototheniops mizops",22.012
"5852",2009,"Octopodidae",108.515
"5852",2009,"Ophiuroidea",14.85
"5852",2009,"Paradiplospinus gracilis",3.177
"5852",2009,"Porifera",1386.764
"5852",2009,"Rajiformes",16472.988
"5852",2009,"Somniosus pacificus",1014.27
"5852",2009,"Stomias boa boa",0.22
"5852",2009,"Teuthoidea",29.402
"5852",2010,"Actiniaria",2713
"5852",2010,"Antimora rostrata",1328.4
"5852",2010,"Asteroidea",5188
"5852",2010,"Bathyraja irrasa",308.23
"5852",2010,"Bathyraja murrayi",906.35
"5852",2010,"Champsocephalus gunnari",352461.37
"5852",2010,"Channichthys rhinoceratus",80098.2
"5852",2010,"Etmopterus spp",2.33
"5852",2010,"Invertebrata",9.88
"5852",2010,"Lamna nasus",520
"5852",2010,"Octopodidae",220.45
"5852",2010,"Paralomis spp",4.83
"5852",2010,"Porifera",8835.67
"5852",2010,"Rajiformes",11461.41
"5852",2010,"Somniosus pacificus",1336
"5852",2011,"Actiniaria",1247.81
"5852",2011,"Antimora rostrata",4357.04
"5852",2011,"Ascidiacea",831
"5852",2011,"Asteroidea",7685.17
"5852",2011,"Bathyraja irrasa",16495.45
"5852",2011,"Champsocephalus gunnari",602.71
"5852",2011,"Channichthys rhinoceratus",26054.57
"5852",2011,"Dissostichus mawsoni",36.6
"5852",2011,"Euryalida",125.12
"5852",2011,"Invertebrata",4296.7
"5852",2011,"Lampris immaculatus",36
"5852",2011,"Lithodidae",258
"5852",2011,"Loliginidae, Ommastrephidae",7
"5852",2011,"Nototheniops mizops",8.19
"5852",2011,"Octopodidae",176.5
"5852",2011,"Porifera",739.45
"5852",2011,"Rajiformes",2494
"5852",2011,"Somniosus pacificus",2224
"5852",2011,"Teuthoidea",78.24
"5852",2012,"Actiniaria",914.1
"5852",2012,"Anotopterus pharao",0.5
"5852",2012,"Antimora rostrata",3649.1
"5852",2012,"Ascidiacea",30
"5852",2012,"Asteroidea",3926
"5852",2012,"Bathyraja irrasa",198.4
"5852",2012,"Borostomias antarcticus",0.1
"5852",2012,"Bothidae",3.1
"5852",2012,"Champsocephalus gunnari",4428
"5852",2012,"Channichthys rhinoceratus",41723
"5852",2012,"Cynomacrurus piriei",3.4
"5852",2012,"Euryalida",141
"5852",2012,"Icichthys australis",0.3
"5852",2012,"Invertebrata",1134.1
"5852",2012,"Lithodidae",0.5
"5852",2012,"Muraenolepis microps",75
"5852",2012,"Muraenolepis spp",2.3
"5852",2012,"Myctophidae",14
"5852",2012,"Nototheniidae",3.9
"5852",2012,"Nototheniops mizops",18
"5852",2012,"Octopodidae",154.6
"5852",2012,"Ophiuroidea",5.8
"5852",2012,"Porifera",1075.7
"5852",2012,"Rajiformes",7926
"5852",2012,"Teuthoidea",56.3
"586",1977,"Notothenia rossii",800
"586",1978,"Notothenia rossii",9600
"586",1983,"Dissostichus eleginoides",17000
"586",1987,"Dissostichus eleginoides",488000
"586",1988,"Dissostichus eleginoides",21000
"586",1994,"Dissostichus eleginoides",56000
"586",1995,"Dissostichus eleginoides",115000
"586",1996,"Dissostichus eleginoides",75987
"586",1997,"Dissostichus eleginoides",465956
"586",1997,"Rajiformes",2000
"586",1998,"Antimora rostrata",2870
"586",1998,"Dissostichus eleginoides",1053097
"586",1998,"Rajiformes",2160
"586",1999,"Antimora rostrata",5960
"586",1999,"Dissostichus eleginoides",1151500
"586",1999,"Elasmobranchii",830
"586",1999,"Lithodidae",100
"586",1999,"Rajiformes",3640
"586",2000,"Antimora rostrata",7152
"586",2000,"Bathyraja murrayi",250
"586",2000,"Dissostichus eleginoides",1096107
"586",2000,"Lithodidae",3
"586",2000,"Rajiformes",11229
"586",2001,"Antimora rostrata",1037
"586",2001,"Brama brama",3
"586",2001,"Dissostichus eleginoides",1127123
"586",2001,"Lithodidae",4
"586",2001,"Muraenolepis spp",10
"586",2001,"Paralomis aculeata",7
"586",2001,"Rajiformes",13666
"586",2002,"Antimora rostrata",1126
"586",2002,"Dissostichus eleginoides",1224641
"586",2002,"Rajiformes",40812
"586",2003,"Antimora rostrata",7
"586",2003,"Dissostichus eleginoides",570660
"586",2003,"Muraenolepis spp",4
"586",2003,"Paralomis aculeata",4
"586",2003,"Rajiformes",79810
"586",2004,"Bathyraja spp",178
"586",2004,"Dissostichus eleginoides",607386
"586",2004,"Lithodidae",14
"586",2004,"Martialia hyadesi",1
"586",2004,"Muraenolepis microps",80
"586",2004,"Paralomis spp",6
"586",2004,"Raja spp",52
"586",2004,"Rajiformes",66550
"586",2005,"Antimora rostrata",85549.7
"586",2005,"Dissostichus eleginoides",638740.15659
"586",2005,"Lithodidae",10389
"586",2005,"Muraenolepis microps",279.5
"586",2005,"Muraenolepis spp",0.5
"586",2005,"Paralomis spp",130.57
"586",2005,"Rajiformes",12726.3399795
"586",2006,"Antimora rostrata",77750.5
"586",2006,"Dissostichus eleginoides",801223.39628
"586",2006,"Rajiformes",31553.9551713
"586",2007,"Antimora rostrata",1485
"586",2007,"Dissostichus eleginoides",436253.593546
"586",2007,"Rajiformes",3274.9082526
"586",2008,"Antimora rostrata",67661
"586",2008,"Macrourus carinatus",134587.66019
"586",2008,"Raja spp",15690.689529
"586",2008,"Raja taaf",30700.565207
"586",2009,"Antimora rostrata",77757
"586",2009,"Macrourus carinatus",193147.687127
"586",2009,"Raja taaf",45189.45179
"586",2009,"Rajiformes",25.2
"586",2010,"Antimora rostrata",78840.38
"586",2010,"Lithodidae",33.7
"586",2010,"Macrourus carinatus",113497.2227178
"586",2010,"Raja taaf",55864.501051
"586",2011,"Antimora rostrata",23743.64
"586",2011,"Macrourus carinatus",93090.641246
"586",2011,"Raja taaf",28868.7316104
"586",2011,"Rajiformes",123.1
"586",2012,"Antimora rostrata",21421.8
"586",2012,"Lithodidae",2
"586",2012,"Macrourus carinatus",96442.7
"586",2012,"Raja taaf",74630.7
"586",2012,"Rajiformes",109
"587",1996,"Dissostichus eleginoides",868786
"587",1997,"Antimora rostrata",60
"587",1997,"Dissostichus eleginoides",1192544
"587",1997,"Lithodidae",17
"587",1997,"Rajiformes",4
"587",1998,"Antimora rostrata",4542
"587",1998,"Dissostichus eleginoides",636747
"587",1998,"Lithodidae",51
"587",1998,"Rajiformes",1459
"587",1999,"Antimora rostrata",1130
"587",1999,"Dissostichus eleginoides",301070
"587",1999,"Lithodidae",80
"587",1999,"Rajiformes",1130
"587",2000,"Antimora rostrata",16927
"587",2000,"Bathyraja murrayi",177
"587",2000,"Bathyraja spp",492
"587",2000,"Dissostichus eleginoides",1014887
"587",2000,"Lithodidae",2789
"587",2000,"Paralomis aculeata",87
"587",2000,"Rajiformes",7033
"587",2001,"Antimora rostrata",2015
"587",2001,"Brama brama",8
"587",2001,"Dissostichus eleginoides",235048
"587",2001,"Lithodidae",80
"587",2001,"Muraenolepis microps",2
"587",2001,"Paralomis aculeata",10
"587",2001,"Rajiformes",632
"587",2002,"Antimora rostrata",431
"587",2002,"Brama brama",2
"587",2002,"Dissostichus eleginoides",98083
"587",2002,"Lithodidae",1
"587",2002,"Octopodidae",15
"587",2002,"Raja georgiana",65
"587",2002,"Rajiformes",29
"587",2003,"Antimora rostrata",32
"587",2003,"Dissostichus eleginoides",219240
"587",2003,"Paralomis aculeata",40
"587",2003,"Paralomis spp",100
"587",2003,"Rajiformes",1784
"587",2004,"Antimora rostrata",151
"587",2004,"Bathyraja spp",30
"587",2004,"Dissostichus eleginoides",132753
"587",2004,"Lithodidae",4541
"587",2004,"Muraenolepis microps",2
"587",2004,"Octopodidae",42
"587",2004,"Paralomis aculeata",1
"587",2004,"Paralomis spinosissima",661
"587",2004,"Paralomis spp",3
"587",2004,"Raja spp",106
"587",2004,"Rajiformes",1524
"587",2005,"Antimora rostrata",403
"587",2005,"Dissostichus eleginoides",141735.86
"587",2005,"Lithodes murrayi",3266.42
"587",2005,"Lithodidae",5773.8
"587",2005,"Paralomis spp",14558.03
"587",2006,"Antimora rostrata",405
"587",2006,"Dissostichus eleginoides",123702.9
"587",2007,"Antimora rostrata",2474
"587",2007,"Dissostichus eleginoides",148444.18
"587",2008,"Antimora rostrata",1559
"587",2008,"Dissostichus eleginoides",69462.2
"587",2009,"Antimora rostrata",152
"587",2009,"Dissostichus eleginoides",20173.7
"587",2010,"Antimora rostrata",397
"587",2011,"Antimora rostrata",1002.9
"587",2011,"Dissostichus eleginoides",91933.24
"587",2011,"Rajiformes",45
"587",2012,"Antimora rostrata",943.3
"587",2012,"Holocephali",4
"587",2012,"Lithodidae",8
"587",2012,"Rajiformes",688.3
"88",1978,"Pleuragramma antarcticum",21000
"88",1981,"Pleuragramma antarcticum",1517000
"88",1982,"Champsocephalus gunnari",15000
"88",1982,"Pleuragramma antarcticum",90000
"88",1984,"Myctophidae",129000
"88",1986,"Euphausia superba",1884000
"881",1976,"Euphausia superba",1000
"881",1977,"Euphausia superba",10000
"881",1978,"Euphausia superba",508000
"881",1979,"Euphausia superba",2262000
"881",1980,"Euphausia superba",1770000
"881",1981,"Euphausia superba",593000
"881",1982,"Euphausia superba",2544000
"881",1983,"Euphausia superba",4718000
"881",1984,"Euphausia superba",149000
"881",1985,"Euphausia superba",4595000
