"rgn_id","year","prop_access"
1,1990,1
1,1991,1
1,1992,1
1,1993,1
1,1994,1
1,1995,1
1,1996,1
1,1997,1
1,1998,1
1,1999,1
1,2000,1
1,2001,1
1,2002,1
1,2003,1
1,2004,1
1,2005,1
1,2006,1
1,2007,1
1,2008,1
1,2009,1
1,2010,1
1,2011,1
1,2012,1
2,1990,1
2,1991,1
2,1992,1
2,1993,1
2,1994,1
2,1995,1
2,1996,1
2,1997,1
2,1998,1
2,1999,1
2,2000,1
2,2001,1
2,2002,1
2,2003,1
2,2004,1
2,2005,1
2,2006,1
2,2007,1
2,2008,1
2,2009,1
2,2010,1
2,2011,1
2,2012,1
3,1990,1
3,1991,1
3,1992,1
3,1993,1
3,1994,1
3,1995,1
3,1996,1
3,1997,1
3,1998,1
3,1999,1
3,2000,1
3,2001,1
3,2002,1
3,2003,1
3,2004,1
3,2005,1
3,2006,1
3,2007,1
3,2008,1
3,2009,1
3,2010,1
3,2011,1
3,2012,1
4,1990,1
4,1991,1
4,1992,1
4,1993,1
4,1994,1
4,1995,1
4,1996,1
4,1997,1
4,1998,1
4,1999,1
4,2000,1
4,2001,1
4,2002,1
4,2003,1
4,2004,1
4,2005,1
4,2006,1
4,2007,1
4,2008,1
4,2009,1
4,2010,1
4,2011,1
4,2012,1
5,1990,1
5,1991,1
5,1992,1
5,1993,1
5,1994,1
5,1995,1
5,1996,1
5,1997,1
5,1998,1
5,1999,1
5,2000,1
5,2001,1
5,2002,1
5,2003,1
5,2004,1
5,2005,1
5,2006,1
5,2007,1
5,2008,1
5,2009,1
5,2010,1
5,2011,1
5,2012,1
6,1990,0.591333333333333
6,1991,0.597333333333333
6,1992,0.354
6,1993,0.355
6,1994,0.355
6,1995,0.356
6,1996,0.357
6,1997,0.372
6,1998,0.387
6,1999,0.402
6,2000,0.417
6,2001,0.431
6,2002,0.446
6,2003,0.461
6,2004,0.476
6,2005,0.491
6,2006,0.505
6,2007,0.52
6,2008,0.535
6,2009,0.549
6,2010,0.564
6,2011,0.578
6,2012,0.579
7,1990,0.591333333333333
7,1991,0.597333333333333
7,1992,0.54075
7,1993,0.54525
7,1994,0.5495
7,1995,0.554
7,1996,0.55825
7,1997,0.56575
7,1998,0.573
7,1999,0.58025
7,2000,0.255
7,2001,0.257
7,2002,0.26
7,2003,0.262
7,2004,0.265
7,2005,0.268
7,2006,0.271
7,2007,0.274
7,2008,0.276
7,2009,0.279
7,2010,0.282
7,2011,0.285
7,2012,0.288
8,1990,0.465
8,1991,0.501
8,1992,0.537
8,1993,0.573
8,1994,0.609
8,1995,0.645
8,1996,0.677
8,1997,0.71
8,1998,0.743
8,1999,0.776
8,2000,0.81
8,2001,0.848
8,2002,0.885
8,2003,0.921
8,2004,0.956
8,2005,0.98
8,2006,0.993
8,2007,1
8,2008,1
8,2009,1
8,2010,1
8,2011,1
8,2012,1
9,1990,0.194
9,1991,0.194
9,1992,0.194
9,1993,0.213
9,1994,0.232
9,1995,0.25
9,1996,0.267
9,1997,0.284
9,1998,0.301
9,1999,0.319
9,2000,0.336
9,2001,0.356
9,2002,0.375
9,2003,0.395
9,2004,0.414
9,2005,0.434
9,2006,0.453
9,2007,0.473
9,2008,0.493
9,2009,0.512
9,2010,0.532
9,2011,0.552
9,2012,0.572
10,1990,0.657
10,1991,0.657
10,1992,0.657
10,1993,0.657
10,1994,0.657
10,1995,0.657
10,1996,0.657
10,1997,0.657
10,1998,0.657
10,1999,0.657
10,2000,0.657
10,2001,0.657
10,2002,0.657
10,2003,0.657
10,2004,0.657
10,2005,0.657
10,2006,0.657
10,2007,0.656
10,2008,0.656
10,2009,0.656
10,2010,0.656
10,2011,0.656
10,2012,0.656
11,1990,0.646
11,1991,0.652
11,1992,0.657
11,1993,0.663
11,1994,0.668
11,1995,0.674
11,1996,0.679
11,1997,0.685
11,1998,0.69
11,1999,0.695
11,2000,0.701
11,2001,0.706
11,2002,0.711
11,2003,0.716
11,2004,0.721
11,2005,0.727
11,2006,0.732
11,2007,0.737
11,2008,0.742
11,2009,0.747
11,2010,0.752
11,2011,0.757
11,2012,0.762
12,1990,0.50475
12,1991,0.513083333333333
12,1992,0.521166666666667
12,1993,0.532666666666667
12,1994,0.543916666666667
12,1995,0.55525
12,1996,0.565833333333333
12,1997,0.577
12,1998,0.587833333333333
12,1999,0.598916666666667
